DatasetID,Taxon,Latitude,Longitude,yr20750,yr20250,yr19750,yr19250,yr18750,yr18250,yr17750,yr17250,yr16750,yr16250,yr15750,yr15250,yr14750,yr14250,yr13750,yr13250,yr12750,yr12250,yr11750,yr11250,yr10750,yr10250,yr9750,yr9250,yr8750,yr8250,yr7750,yr7250,yr6750,yr6250,yr5750,yr5250,yr4750,yr4250,yr3750,yr3250,yr2750,yr2250,yr1750,yr1250,yr750,yr250
7,picea,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010145568,1.44297338,1.45873141,1.752059531,2.380211542,1.769368376,1.867372141,4.000119818,1.985808812,3.596088777,4.450718686,5.192080212,8.626344417
7,quercus,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366564837,0.748996435,0.786037251,0.885817446,0.846001094,1.389015098,2.804416795,2.461658279,0.806476367,2.702299708,2.31983964,2.069368557,1.351414662
7,fagus,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060096154,0,0,0.198076019,0.068870523,0.303878255,0.443591307,0.629642943,0.155281466,0.560302804,0.324386428,0.637450947,0.418037211
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
8,quercus,33.956389,-119.976667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.391637566,4.166666667,4.161713131,4.272664434,4.632192883,4.724797915,2.647371731,4.744525547,5.349941013,0,4.982800382
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
25,picea,52.516667,-57.033333,0,0,0,7.185628743,0,0,0,0,0,0,0,0,0,6.722689076,0,0,1.658767773,0,1.965601966,0,2.369668246,0,0,11.80555556,5.947136564,0,27.80487805,0,11.65540541,49.17012448,0,0,64.16184971,0,0,73.79454927,0,0,0,0,0,72.04030227
25,quercus,52.516667,-57.033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168918919,0.20746888,0,0,0.578034682,0,0,0,0,0,0,0,0,0
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
27,picea,54.583333,-57.366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,7.462686567,0,6.201550388,0,7.949790795,0,6.35451505,0,30.51470588,0,38.15384615,0,28.13953488,0,37.76824034,0,0,0,0
27,quercus,54.583333,-57.366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699300699,0,0,0.387596899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
7,tsuga,47,-80.116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253171031,0,0.280944477,0.19835555,0.138325553,0,0.215982721,0.618260244,0.34063197,0.347536847,0.95678107,0.318725474,0.407463247
29,picea,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416456102
29,quercus,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9384356
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
30,picea,46.206111,-95.293611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.36169015,47.31005519,45.84956027,29.01234568,3.590172367,2.987697715,1.186440678,7.322654462,4.485488127,0,2.530086905,1.591979581,1.113434517,0.4048583,1.082451819,2.285714286,0,0,0,0,0,0,0
30,quercus,46.206111,-95.293611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168527606,0.67023012,1.468880844,1.646090535,2.77219343,2.284710018,2.203389831,3.890160183,7.65171504,0,6.023637274,9.388732468,10.69877082,8.385916281,11.83161861,18.57142857,0,0,0,0,0,0,0
30,fagus,46.206111,-95.293611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175746924,0.338983051,0.457665904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
202,picea,46.416667,-92.716667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.99585263,31.43270078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,quercus,46.416667,-92.716667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38763498,4.311904161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
29,tsuga,44.8036,-94.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055814921
203,picea,36.03015,-85.50132,0,0,0,0,14.87233926,12.71628754,8.997603544,5.848600247,11.42346105,9.72394755,20.59574449,12.95531301,17.30279898,20.65225103,15.46134663,15.08951407,7.828298706,8.291457286,0,7.216494845,0,0,2.587519026,2.968960864,0.762388818,0,0,0.872600349,0.146305779,0,0.937207123,0.129701686,0.080775444,0,0.115606936,0.253164557,0,0,0.142450142,0,0,0
203,quercus,36.03015,-85.50132,0,0,0,0,1.43474997,1.174409881,1.840914042,5.411606285,4.394381147,3.987569013,6.115039944,10.22307257,15.01272265,23.59177911,25.68578554,19.69309463,30.98656487,35.67839196,0,40.46391753,0,0,24.35312024,20.51282051,28.33545108,0,0,12.30366492,14.77688369,0,15.37019681,10.31128405,15.42810985,26.81818182,27.16763006,30.37974684,24.20382166,27.6,37.89173789,30.12912482,22.72202999,19.06540707
203,fagus,36.03015,-85.50132,0,0,0,0,0.060827251,0,0,0,0.121654501,0,0,0,0.254452926,0.401892762,0.498753117,1.023017903,0.71231903,0.502512563,0,0.257731959,0,0,1.369863014,0.4048583,0.762388818,0,0,0.34904014,0.219458669,0,0.281162137,0.324254215,0,0,0.115606936,0.253164557,0,0,0,0.286944046,0.230680507,0.246794941
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
204,picea,45.725,-93.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.85284385,44.5398463,35.6780033,8.14479638,1.320754717,1.164725458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,quercus,45.725,-93.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453882775,1.518556167,3.138894868,2.036199095,8.113207547,7.820299501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
203,tsuga,36.03015,-85.50132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304414003,0,0.381194409,0,0,0.261780105,0.292611558,0,0.093720712,0.194552529,0.242326333,0,0.115606936,0.886075949,0,0,0,0,0.115340254,0.011745361
205,picea,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.815277524
205,quercus,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.954464481
205,fagus,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418203019
205,tsuga,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499756954
205,tsuga,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499756954
205,tsuga,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499756954
205,tsuga,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499756954
205,tsuga,46.7,-85.040278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499756954
209,picea,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.760848602,2.203566256,2.05371248,2.719578221,9.016579554,5.967078189,6.657963446,0,7.380073801,7.93768546,5.483870968,0,8.389715832,0,11.85446009,10.37107517,0,14.05228758,0,9.946949602,0,13.8483965,13.71618019
209,quercus,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.446480231,0.579994803,1.421800948,1.979808993,2.099353115,2.057613169,2.349869452,0,1.10701107,1.632047478,0.64516129,0,0.811907984,0,1.525821596,1.141769743,0,0.762527233,0,1.326259947,0,0.583090379,0.767193123
209,fagus,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008390846,0,0.055834729,0,0,0,0,0.184501845,0.296735905,0.483870968,0,0.541271989,0,0.704225352,1.522359657,0,1.633986928,0,1.326259947,0,1.311953353,1.192856191
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
210,picea,43.5,-105.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552486188,0,0,0,0,0,0,0,0,0,0.576368876,0,0,0,0,0,0.45045045,0,0,0,0,0,0,0,0,0,0,0,0
210,quercus,43.5,-105.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0,0,0,0,0,0,0,0,0,0.45045045,0,0,0,0,0,0.373134328,0.440528634,0,0,0,0.406504065,0.20661157
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
214,picea,39.495,-95.526667,57.00104353,60.53811659,51.03926097,57.32905733,55.26992288,63.41463415,55.80893212,52.57452575,37.99435028,48.11165846,55.05617978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,quercus,39.495,-95.526667,0.804502359,0.896860987,1.385681293,1.087652486,0.257069409,0.44345898,1.782809998,2.43902439,2.118644068,0.65681445,2.247191011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
209,tsuga,47.481667,-70.684722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103963355,0.157977883,0.202462295,0.189665432,0,0,0,0.922509225,1.409495549,0.64516129,0,2.571041949,0,0.469483568,0.285442436,0,0.762527233,0,0.265251989,0,1.311953353,0.546448087
219,picea,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38095238,30.84490741,22.19178082,15.15563944,16.50299923,2.935010482,2.18959982,1.677852349,1.237113402,0.586080586,0.685942009,0.238877341,0.385718306,0.636908261,0.495922992,0.621668533,1.185231885,1.031574916,0.534759358,0.664983165,1.211022867,1.099059533,0.813122673,1.96715703
219,quercus,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.712328767,5.921022859,5.968520221,5.450733753,7.338363117,11.74496644,16.70103093,14.65201465,12.80601419,11.10255686,9.838649259,4.610253199,4.560089792,12.13313276,10.14299311,4.692797061,3.743315508,5.569584736,3.239965887,3.76519386,3.587601892,3.528908655
219,fagus,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0,0.263322884,0.29296875,0,1.013281179,1.006711409,0.618556701,0.879120879,1.614197295,3.641115132,11.63881283,9.208839736,13.97061796,16.59588439,15.31340018,17.72897488,18.44919786,18.24635241,18.28927029,18.03707154,16.497937,13.39890523
219,tsuga,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904761905,2.633101852,1.02739726,1.071417721,0.09765625,0.628930818,0.645272752,1.510067114,3.917525773,5.421245421,18.58597199,29.82630602,18.29163639,26.84970729,16.46307389,3.87939842,5.619406613,14.79896878,26.73796791,14.0684624,17.10010127,19.04962588,17.97162121,15.73041396
219,tsuga,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904761905,2.633101852,1.02739726,1.071417721,0.09765625,0.628930818,0.645272752,1.510067114,3.917525773,5.421245421,18.58597199,29.82630602,18.29163639,26.84970729,16.46307389,3.87939842,5.619406613,14.79896878,26.73796791,14.0684624,17.10010127,19.04962588,17.97162121,15.73041396
219,tsuga,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904761905,2.633101852,1.02739726,1.071417721,0.09765625,0.628930818,0.645272752,1.510067114,3.917525773,5.421245421,18.58597199,29.82630602,18.29163639,26.84970729,16.46307389,3.87939842,5.619406613,14.79896878,26.73796791,14.0684624,17.10010127,19.04962588,17.97162121,15.73041396
219,tsuga,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904761905,2.633101852,1.02739726,1.071417721,0.09765625,0.628930818,0.645272752,1.510067114,3.917525773,5.421245421,18.58597199,29.82630602,18.29163639,26.84970729,16.46307389,3.87939842,5.619406613,14.79896878,26.73796791,14.0684624,17.10010127,19.04962588,17.97162121,15.73041396
219,tsuga,45.543056,-73.311111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904761905,2.633101852,1.02739726,1.071417721,0.09765625,0.628930818,0.645272752,1.510067114,3.917525773,5.421245421,18.58597199,29.82630602,18.29163639,26.84970729,16.46307389,3.87939842,5.619406613,14.79896878,26.73796791,14.0684624,17.10010127,19.04962588,17.97162121,15.73041396
221,picea,45.38,-79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33974359,8.683628319,20.36211108,2.843601896,1.877975666,1.435667143,0,0.241545894,0.487804878,0,1.674641148,0.928089304,0.919554876,1.418478983,0.948995712,1.421800948,0.698761139,1.366919915,0.471698113,1.944555816
221,quercus,45.38,-79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.538461538,6.095803164,7.817776362,5.687203791,5.642743784,7.345036402,12.19512195,5.097328787,8.780487805,8.450704225,6.937799043,7.201886466,5.073479443,4.933117775,2.3741819,3.791469194,4.660943273,4.085191182,1.886792453,2.788437673
221,fagus,45.38,-79.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469493916,0.704225352,1.463414634,0.976840011,3.902439024,2.816901408,1.435406699,2.327795085,2.53567788,2.820348142,2.139471903,5.687203791,4.194740274,4.561589239,6.603773585,3.574087863
