county,precinct,office,district,party,candidate,votes,vtd
Ford,Wheatland Township,President,,Write-ins,"Wysinger, Demetra Jefferson",0,320
Ford,Wheatland Township,President,,Democratic,"Clinton, Hillary Rodham",7,320
Ford,Wheatland Township,President,,Libertarian,"Johnson, Gary",3,320
Ford,Wheatland Township,President,,Republican,"Trump, Donald J.",57,320
Ford,Wilburn Township,President,,independent,"Stein, Jill",1,330
Ford,Wilburn Township,President,,Write-ins,"Basiago, Andrew D.",0,330
Ford,Wilburn Township,President,,Write-ins,"Castle, Darrell L",2,330
Ford,Wilburn Township,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,330
Ford,Wilburn Township,President,,Write-ins,"Giordani, Rocky",0,330
Ford,Wilburn Township,President,,Write-ins,"Hedges, James A",0,330
Ford,Wilburn Township,President,,Write-ins,"Hoefling, Tom",0,330
Ford,Wilburn Township,President,,Write-ins,"Kahn, Lynn",0,330
Ford,Wilburn Township,President,,Write-ins,"La Riva, Gloria",0,330
Ford,Wilburn Township,President,,Write-ins,"Levinson, Michael S.",0,330
Ford,Wilburn Township,President,,Write-ins,"Maturen, Michael A",0,330
Ford,Wilburn Township,President,,Write-ins,"McMullin, Evan",0,330
Ford,Wilburn Township,President,,Write-ins,"Moorehead, Monica G.",0,330
Ford,Wilburn Township,President,,Write-ins,"Perry, Darryl",0,330
Ford,Wilburn Township,President,,Write-ins,"Schoenke, Marshall R.",0,330
Ford,Wilburn Township,President,,Write-ins,"Schriner, Joe C",0,330
Ford,Wilburn Township,President,,Write-ins,"Smith, Mike",0,330
Ford,Wilburn Township,President,,Write-ins,"Sood, Ajay",0,330
Ford,Wilburn Township,President,,Write-ins,"Sterling, Shawna",0,330
Ford,Wilburn Township,President,,Write-ins,"Valdivia, Anthony J",0,330
Ford,Wilburn Township,President,,Write-ins,"Vogel-Walcutt, J.J.",0,330
Ford,Wilburn Township,President,,Write-ins,"Wysinger, Demetra Jefferson",0,330
Ford,Wilburn Township,President,,Democratic,"Clinton, Hillary Rodham",2,330
Ford,Wilburn Township,President,,Libertarian,"Johnson, Gary",1,330
Ford,Wilburn Township,President,,Republican,"Trump, Donald J.",33,330
Ford,Dodge Township H115,President,,independent,"Stein, Jill",3,120020
Ford,Dodge Township H115,President,,Write-ins,"Basiago, Andrew D.",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Castle, Darrell L",0,120020
Ford,Dodge Township H115,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Giordani, Rocky",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Hedges, James A",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Hoefling, Tom",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Kahn, Lynn",0,120020
Ford,Dodge Township H115,President,,Write-ins,"La Riva, Gloria",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Levinson, Michael S.",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Maturen, Michael A",0,120020
Ford,Dodge Township H115,President,,Write-ins,"McMullin, Evan",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Moorehead, Monica G.",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Perry, Darryl",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Schoenke, Marshall R.",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Schriner, Joe C",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Smith, Mike",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Sood, Ajay",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Sterling, Shawna",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Valdivia, Anthony J",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120020
Ford,Dodge Township H115,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120020
Ford,Dodge Township H115,President,,Democratic,"Clinton, Hillary Rodham",39,120020
Ford,Dodge Township H115,President,,Libertarian,"Johnson, Gary",10,120020
Ford,Dodge Township H115,President,,Republican,"Trump, Donald J.",160,120020
Ford,Dodge Township H119 A,President,,independent,"Stein, Jill",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Basiago, Andrew D.",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Castle, Darrell L",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Giordani, Rocky",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Hedges, James A",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Hoefling, Tom",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Kahn, Lynn",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"La Riva, Gloria",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Levinson, Michael S.",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Maturen, Michael A",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"McMullin, Evan",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Moorehead, Monica G.",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Perry, Darryl",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Schoenke, Marshall R.",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Schriner, Joe C",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Smith, Mike",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Sood, Ajay",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Sterling, Shawna",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Valdivia, Anthony J",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Vogel-Walcutt, J.J.",0,12003A
Ford,Dodge Township H119 A,President,,Write-ins,"Wysinger, Demetra Jefferson",0,12003A
Ford,Dodge Township H119 A,President,,Democratic,"Clinton, Hillary Rodham",0,12003A
Ford,Dodge Township H119 A,President,,Libertarian,"Johnson, Gary",0,12003A
Ford,Dodge Township H119 A,President,,Republican,"Trump, Donald J.",0,12003A
Ford,Dodge Township H119,President,,independent,"Stein, Jill",1,120030
Ford,Dodge Township H119,President,,Write-ins,"Basiago, Andrew D.",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Castle, Darrell L",0,120030
Ford,Dodge Township H119,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Giordani, Rocky",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Hedges, James A",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Hoefling, Tom",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Kahn, Lynn",0,120030
Ford,Dodge Township H119,President,,Write-ins,"La Riva, Gloria",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Levinson, Michael S.",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Maturen, Michael A",0,120030
Ford,Dodge Township H119,President,,Write-ins,"McMullin, Evan",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Moorehead, Monica G.",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Perry, Darryl",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Schoenke, Marshall R.",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Schriner, Joe C",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Smith, Mike",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Sood, Ajay",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Sterling, Shawna",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Valdivia, Anthony J",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120030
Ford,Dodge Township H119,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120030
Ford,Dodge Township H119,President,,Democratic,"Clinton, Hillary Rodham",1,120030
Ford,Dodge Township H119,President,,Libertarian,"Johnson, Gary",0,120030
Ford,Dodge Township H119,President,,Republican,"Trump, Donald J.",26,120030
Ford,Enterprise Township H115,President,,independent,"Stein, Jill",3,120040
Ford,Enterprise Township H115,President,,Write-ins,"Basiago, Andrew D.",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Castle, Darrell L",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Giordani, Rocky",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Hedges, James A",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Hoefling, Tom",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Kahn, Lynn",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"La Riva, Gloria",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Levinson, Michael S.",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Maturen, Michael A",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"McMullin, Evan",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Moorehead, Monica G.",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Perry, Darryl",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Schoenke, Marshall R.",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Schriner, Joe C",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Smith, Mike",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Sood, Ajay",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Sterling, Shawna",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Valdivia, Anthony J",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120040
Ford,Enterprise Township H115,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120040
Ford,Enterprise Township H115,President,,Democratic,"Clinton, Hillary Rodham",59,120040
Ford,Enterprise Township H115,President,,Libertarian,"Johnson, Gary",6,120040
Ford,Enterprise Township H115,President,,Republican,"Trump, Donald J.",123,120040
Ford,Enterprise Township H119,President,,independent,"Stein, Jill",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Basiago, Andrew D.",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Castle, Darrell L",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Giordani, Rocky",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Hedges, James A",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Hoefling, Tom",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Kahn, Lynn",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"La Riva, Gloria",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Levinson, Michael S.",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Maturen, Michael A",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"McMullin, Evan",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Moorehead, Monica G.",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Perry, Darryl",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Schoenke, Marshall R.",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Schriner, Joe C",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Smith, Mike",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Sood, Ajay",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Sterling, Shawna",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Valdivia, Anthony J",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120050
Ford,Enterprise Township H119,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120050
Ford,Enterprise Township H119,President,,Democratic,"Clinton, Hillary Rodham",5,120050
Ford,Enterprise Township H119,President,,Libertarian,"Johnson, Gary",0,120050
Ford,Enterprise Township H119,President,,Republican,"Trump, Donald J.",2,120050
Ford,Grandview Township H115,President,,independent,"Stein, Jill",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Basiago, Andrew D.",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Castle, Darrell L",0,120060
Ford,Grandview Township H115,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Giordani, Rocky",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Hedges, James A",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Hoefling, Tom",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Kahn, Lynn",0,120060
Ford,Grandview Township H115,President,,Write-ins,"La Riva, Gloria",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Levinson, Michael S.",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Maturen, Michael A",0,120060
Ford,Grandview Township H115,President,,Write-ins,"McMullin, Evan",2,120060
Ford,Grandview Township H115,President,,Write-ins,"Moorehead, Monica G.",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Perry, Darryl",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Schoenke, Marshall R.",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Schriner, Joe C",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Smith, Mike",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Sood, Ajay",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Sterling, Shawna",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Valdivia, Anthony J",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120060
Ford,Grandview Township H115,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120060
Ford,Grandview Township H115,President,,Democratic,"Clinton, Hillary Rodham",20,120060
Ford,Grandview Township H115,President,,Libertarian,"Johnson, Gary",6,120060
Ford,Grandview Township H115,President,,Republican,"Trump, Donald J.",155,120060
Ford,Grandview Township East H119,President,,independent,"Stein, Jill",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Basiago, Andrew D.",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Castle, Darrell L",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Giordani, Rocky",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Hedges, James A",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Hoefling, Tom",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Kahn, Lynn",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"La Riva, Gloria",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Levinson, Michael S.",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Maturen, Michael A",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"McMullin, Evan",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Moorehead, Monica G.",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Perry, Darryl",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Schoenke, Marshall R.",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Schriner, Joe C",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Smith, Mike",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Sood, Ajay",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Sterling, Shawna",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Valdivia, Anthony J",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Vogel-Walcutt, J.J.",0,12007A
Ford,Grandview Township East H119,President,,Write-ins,"Wysinger, Demetra Jefferson",0,12007A
Ford,Grandview Township East H119,President,,Democratic,"Clinton, Hillary Rodham",0,12007A
Ford,Grandview Township East H119,President,,Libertarian,"Johnson, Gary",0,12007A
Ford,Grandview Township East H119,President,,Republican,"Trump, Donald J.",4,12007A
Ford,Grandview Township H119,President,,independent,"Stein, Jill",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Basiago, Andrew D.",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Castle, Darrell L",0,120070
Ford,Grandview Township H119,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Giordani, Rocky",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Hedges, James A",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Hoefling, Tom",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Kahn, Lynn",0,120070
Ford,Grandview Township H119,President,,Write-ins,"La Riva, Gloria",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Levinson, Michael S.",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Maturen, Michael A",0,120070
Ford,Grandview Township H119,President,,Write-ins,"McMullin, Evan",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Moorehead, Monica G.",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Perry, Darryl",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Schoenke, Marshall R.",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Schriner, Joe C",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Smith, Mike",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Sood, Ajay",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Sterling, Shawna",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Valdivia, Anthony J",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120070
Ford,Grandview Township H119,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120070
Ford,Grandview Township H119,President,,Democratic,"Clinton, Hillary Rodham",0,120070
Ford,Grandview Township H119,President,,Libertarian,"Johnson, Gary",0,120070
Ford,Grandview Township H119,President,,Republican,"Trump, Donald J.",0,120070
Ford,Grandview Township Ward 2 H115,President,,independent,"Stein, Jill",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Basiago, Andrew D.",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Castle, Darrell L",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Giordani, Rocky",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Hedges, James A",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Hoefling, Tom",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Kahn, Lynn",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"La Riva, Gloria",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Levinson, Michael S.",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Maturen, Michael A",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"McMullin, Evan",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Moorehead, Monica G.",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Perry, Darryl",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Schoenke, Marshall R.",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Schriner, Joe C",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Smith, Mike",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Sood, Ajay",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Sterling, Shawna",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Valdivia, Anthony J",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120080
Ford,Grandview Township Ward 2 H115,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120080
Ford,Grandview Township Ward 2 H115,President,,Democratic,"Clinton, Hillary Rodham",11,120080
Ford,Grandview Township Ward 2 H115,President,,Libertarian,"Johnson, Gary",0,120080
Ford,Grandview Township Ward 2 H115,President,,Republican,"Trump, Donald J.",27,120080
Ford,Grandview Township Ward 2 H119,President,,independent,"Stein, Jill",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Basiago, Andrew D.",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Castle, Darrell L",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Giordani, Rocky",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Hedges, James A",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Hoefling, Tom",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Kahn, Lynn",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"La Riva, Gloria",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Levinson, Michael S.",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Maturen, Michael A",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"McMullin, Evan",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Moorehead, Monica G.",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Perry, Darryl",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Schoenke, Marshall R.",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Schriner, Joe C",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Smith, Mike",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Sood, Ajay",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Sterling, Shawna",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Valdivia, Anthony J",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120090
Ford,Grandview Township Ward 2 H119,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120090
Ford,Grandview Township Ward 2 H119,President,,Democratic,"Clinton, Hillary Rodham",0,120090
Ford,Grandview Township Ward 2 H119,President,,Libertarian,"Johnson, Gary",0,120090
Ford,Grandview Township Ward 2 H119,President,,Republican,"Trump, Donald J.",3,120090
Ford,Dodge City Precinct 03 H115,President,,independent,"Stein, Jill",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Basiago, Andrew D.",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Castle, Darrell L",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Giordani, Rocky",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Hedges, James A",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Hoefling, Tom",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Kahn, Lynn",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"La Riva, Gloria",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Levinson, Michael S.",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Maturen, Michael A",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"McMullin, Evan",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Moorehead, Monica G.",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Perry, Darryl",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Schoenke, Marshall R.",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Schriner, Joe C",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Smith, Mike",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Sood, Ajay",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Sterling, Shawna",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Valdivia, Anthony J",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120100
Ford,Dodge City Precinct 03 H115,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120100
Ford,Dodge City Precinct 03 H115,President,,Democratic,"Clinton, Hillary Rodham",0,120100
Ford,Dodge City Precinct 03 H115,President,,Libertarian,"Johnson, Gary",0,120100
Ford,Dodge City Precinct 03 H115,President,,Republican,"Trump, Donald J.",0,120100
Ford,Dodge City Township C H115,President,,independent,"Stein, Jill",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Basiago, Andrew D.",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Castle, Darrell L",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Giordani, Rocky",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Hedges, James A",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Hoefling, Tom",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Kahn, Lynn",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"La Riva, Gloria",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Levinson, Michael S.",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Maturen, Michael A",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"McMullin, Evan",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Moorehead, Monica G.",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Perry, Darryl",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Schoenke, Marshall R.",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Schriner, Joe C",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Smith, Mike",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Sood, Ajay",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Sterling, Shawna",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Valdivia, Anthony J",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Vogel-Walcutt, J.J.",0,120110
Ford,Dodge City Township C H115,President,,Write-ins,"Wysinger, Demetra Jefferson",0,120110
Ford,Dodge City Township C H115,President,,Democratic,"Clinton, Hillary Rodham",0,120110
Ford,Dodge City Township C H115,President,,Libertarian,"Johnson, Gary",0,120110
Ford,Dodge City Township C H115,President,,Republican,"Trump, Donald J.",0,120110
Ford,Dodge City Township W H119,President,,independent,"Stein, Jill",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Basiago, Andrew D.",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Castle, Darrell L",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"De La Fuente,""Rocky"" Roque",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Giordani, Rocky",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Hedges, James A",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Hoefling, Tom",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Kahn, Lynn",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"La Riva, Gloria",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Levinson, Michael S.",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Maturen, Michael A",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"McMullin, Evan",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Moorehead, Monica G.",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Perry, Darryl",0,120120
Ford,Dodge City Township W H119,President,,Write-ins,"Schoenke, Marshall R.",0,120120
