census_block_group,visitor_home_cbgs,income,rent,unemploy_ratio
551050026012.0,"{""551050026013"":103,""551050025001"":88,""551050026021"":84,""551050026022"":84,""172010040013"":66,""551050017002"":62,""551050024001"":58,""551050019001"":57,""551050014002"":54,""551050021001"":54,""551050017001"":53,""551050020002"":53,""551050026011"":53,""172010040014"":50}",527,80,0.05480769230769232
551332017043.0,"{""551332017042"":133,""551332017034"":95,""551332019003"":93,""551010020011"":82,""551332017013"":82,""551010020023"":78,""551332019002"":77,""551332017044"":67,""551332017033"":64,""551332017041"":61,""551332017014"":53}",518,208,0.009544008483563097
551390005003.0,"{""551390007002"":160,""551390007003"":149,""551390018011"":103,""551390003002"":92,""551390018031"":92,""551390009001"":90,""551390018032"":87,""551390018041"":85,""551390016001"":79,""551390005004"":78,""551390019002"":77,""551390018043"":76,""551390022012"":75,""551390020002"":64,""551390008001"":61,""551390013003"":60,""551390019001"":59,""551390005006"":59,""551390001003"":56,""551390005005"":55,""551390004003"":54,""551390002001"":53,""551390009002"":52,""551390004001"":52,""551390001002"":52,""551390018033"":50,""551390012002"":50,""551390019003"":50}",977,960,0.01887905604719764
550870102001.0,"{""550870125051"":113,""550870111022"":102,""550870126014"":79,""550870111021"":72,""550870125061"":69,""550870125031"":66,""550870133002"":66,""550870126012"":65,""550870125042"":64,""550870111014"":62,""550870126011"":55,""550870126013"":55,""550870125062"":54,""550870115023"":54}",265,64,0.013182674199623351
551314001031.0,"{""551314001033"":67}",483,54,0.06832298136645962
550730021002.0,"{""550730021003"":60,""550730021004"":57}",311,62,0.009569377990430622
550790804002.0,"{""550790074001"":119,""550790804003"":55}",632,360,0.04133685136323659
550791858002.0,{},241,88,0.1639871382636656
551050030011.0,"{""551050030024"":74,""551050030013"":73,""551050030021"":67}",468,177,0.0
551091204003.0,"{""551091204001"":134,""551091202022"":122,""551091204002"":100,""551091205012"":94,""551091209031"":92,""551091206005"":80,""551091205022"":79,""551091205021"":60,""551091204004"":59,""551091202011"":58,""551091203004"":55,""551091202021"":54,""551091206001"":53,""551091210003"":52}",879,0,0.029080675422138838
550090207021.0,"{""550099400013"":222,""550090103005"":133,""550090101001"":128,""550090207032"":124,""550090018022"":115,""550090214001"":114,""550831013002"":101,""550090207033"":91,""550090206001"":90,""550090020031"":90,""550090205041"":88,""550099400012"":81,""550090101004"":78,""550090102012"":78,""550090018021"":74,""550090202042"":71,""550090202033"":71,""550090201002"":67,""550090207044"":66,""550090020021"":66,""550090212003"":64,""550090205034"":63,""550090215002"":62,""550090206003"":62,""550619604003"":62,""550090206002"":62,""550090207041"":61,""551170107002"":60,""550710102002"":59,""550090214002"":59,""550090202031"":57,""550099400021"":54,""550619605002"":53,""550090201001"":52,""550619604006"":52,""550090202043"":50,""550090103003"":50,""550090214003"":50}",1909,525,0.03886925795053004
550250114013.0,"{""550250120013"":250,""550250114023"":233,""550250115031"":176,""550250109011"":168,""550250115032"":149,""550250125022"":146,""551050013041"":134,""550250112002"":127,""550250114012"":118,""550250120011"":113,""550250113011"":109,""550250119001"":108,""550250137001"":107,""550250114011"":104,""550250120012"":95,""551050012023"":94,""550250125011"":88,""550250105024"":85,""550250125023"":84,""551050013031"":84,""550250124001"":82,""550250108005"":79,""550250117002"":78,""550250115061"":77,""550250133012"":77,""550250105011"":77,""550250122021"":74,""550250117001"":73,""550250109042"":72,""550250116002"":72,""550250109031"":71,""550250119002"":71,""550250122024"":71,""550250108001"":70,""550250132004"":70,""550250015023"":69,""550250133022"":69,""550250105012"":69,""551050013032"":69,""550250105022"":67,""550250031003"":66,""550250120025"":65,""550250124002"":65,""550250014033"":64,""550250107023"":64,""550250128004"":64,""550250109044"":62,""550250114021"":62,""550250118001"":61,""550250105021"":61,""550551016001"":60,""550250132005"":60,""550551005003"":60,""550250116003"":59,""550250115042"":59,""550459601002"":59,""550250115062"":59,""551050030021"":58,""550250132003"":58,""550250115041"":58,""550250112003"":56,""550250026032"":55,""550551012021"":55,""550250119004"":55,""550551013003"":54,""550250026031"":54,""551050013025"":54,""551050029004"":54,""550250120022"":54,""551270005011"":53,""550250132002"":52,""550250133023"":52,""550250014031"":52,""550250107021"":51,""550250126003"":50,""551050031005"":50,""550250103001"":50,""550250123001"":50}",862,281,0.008695652173913044
550250131004.0,"{""550499501001"":89,""550250128004"":86,""550250131003"":67,""550250130001"":62,""550250128003"":55,""551110006002"":53}",804,192,0.02325581395348837
550630010001.0,"{""550630007003"":154,""550630005002"":125,""550630011021"":74,""550630106001"":68,""550630004005"":66,""550630107001"":65,""550630107003"":57,""550630102012"":53,""550630104012"":50,""550630107002"":50}",295,72,0.0
550730004003.0,"{""550730011021"":141,""550730012011"":125,""550730013004"":116,""550730014001"":116,""550730003001"":100,""550730011022"":80,""550730004002"":79,""550730015003"":76,""550730007001"":74,""550730014002"":68,""550730013001"":63,""550730011044"":61,""550730004001"":60,""550699606002"":60,""550730006022"":57,""550730005003"":51}",1009,473,0.024469820554649264
550790088002.0,{},405,317,0.13530927835051546
550790207006.0,{},415,179,0.034355828220858885
550939602002.0,"{""550939603003"":83,""550939602001"":67,""550939602003"":61,""550939607003"":60,""550939604002"":60,""550939607001"":50}",403,39,0.02587176602924634
551091204001.0,"{""551091204002"":160,""550959608001"":132,""550959608003"":114,""551091206003"":66,""551091205012"":57,""551091205022"":50}",1350,262,0.029882604055496264
551314201031.0,"{""551314301003"":75,""551314201035"":57}",335,19,0.024707412223667104
551390023001.0,"{""551390022022"":116,""551390022012"":111,""551390023002"":109,""550870126012"":85,""551390024005"":74,""550150207001"":71,""551351008003"":70,""550870126014"":68,""551390023003"":65,""551390037023"":62,""550870126011"":56,""550870133001"":53,""551390036002"":52,""550870126023"":50}",741,52,0.04383218534752661
550350006005.0,"{""550350003021"":113,""550350015001"":112,""550350003012"":112,""550170107003"":112,""550170102002"":93,""550350013001"":92,""550170107002"":83,""550350004001"":83,""550170104001"":82,""550350008032"":80,""550350016003"":74,""550350005022"":73,""550350005023"":71,""550350005011"":69,""550170102003"":69,""550350005014"":63,""550350011011"":62,""550350006002"":62,""550350004004"":56,""550350009003"":56,""550170107001"":51,""550170101001"":51,""550170104003"":50,""550170102001"":50,""550170101002"":50}",449,227,0.05828571428571429
550790035001.0,{},209,59,0.10485933503836316
550790134003.0,{},193,135,0.0846153846153846
551332033053.0,"{""551332033052"":131,""551332021012"":102,""551332037032"":100,""551332034052"":96,""550551017022"":94,""551332033042"":94,""551332042005"":89,""551332042002"":86,""551332033041"":83,""551332041004"":76,""551332038031"":73,""551332032003"":72,""551332037031"":71,""551332037043"":70,""551332032002"":69,""551332038032"":66,""550250112002"":64,""551332040033"":60,""551332043011"":60,""551332037041"":58,""551332043021"":58,""551332032001"":57,""551332040042"":56,""551332031026"":56,""551332038042"":56,""551332037024"":51,""551332045022"":51,""550250114023"":50,""551332038041"":50,""551332033033"":50}",328,0,0.0
551351009004.0,"{""551351009001"":122,""551351008003"":70,""550870127004"":69,""550870127001"":59}",665,344,0.026196928635953024
550090206002.0,"{""550090207021"":118,""550099400013"":107,""550090206001"":83,""550090018022"":78,""550090206003"":70,""550831013002"":68,""550090207032"":62,""551170107002"":61,""550710102002"":58,""550090205041"":57,""550099400012"":57,""550090018021"":56,""550090020031"":52,""550090206004"":51,""550090201002"":51}",439,52,0.020386266094420603
550239602002.0,{},651,115,0.039119804400977995
550250022001.0,"{""550250112002"":168,""550250023011"":106,""550250024021"":103,""550250113011"":99,""550250112003"":65,""550250114023"":61,""550250022003"":58,""550250024013"":56,""550250112004"":54,""550250102001"":52,""550250024022"":51}",549,316,0.08174692049272114
550790094003.0,{},549,322,0.03286384976525821
550790903002.0,"{""551314702041"":121,""551332004001"":98,""551314601013"":84,""551314501042"":79,""551314501032"":68,""551332005003"":68,""550791853001"":67,""551332005001"":66,""551332005002"":65,""551332008031"":62,""550790903001"":60,""550790003042"":59,""551332009013"":58,""551314701002"":57,""551332012021"":57,""550790005012"":57,""551332009012"":56,""551332009024"":56,""551314601011"":54,""551314702021"":54,""550790003021"":53,""551332008012"":52,""550790901002"":51,""550896503004"":51,""550790002023"":51,""551332002012"":50,""551332033042"":50}",963,622,0.03782051282051282
550791016001.0,{},459,344,0.014767932489451475
551314203003.0,"{""551314501032"":155,""551314001043"":121,""551314501042"":103,""551314202004"":103,""551314201061"":95,""551314001041"":95,""551314001021"":88,""551314001042"":78,""551314201034"":77,""551314201052"":69,""551314501031"":66,""551314201041"":65,""551314203001"":63,""551314301001"":62,""551314501041"":54,""551314204012"":53,""551314203004"":53,""551314501051"":52,""551314201051"":50}",679,163,0.0543859649122807
551332028003.0,"{""551332021012"":67,""551332026003"":64,""551332024003"":63,""551332026002"":55,""551332028001"":50}",475,390,0.024667931688804556
551390032002.0,"{""551390036002"":114}",284,15,0.043809523809523805
550979603003.0,"{""550979607012"":68,""550979611001"":66,""550979604005"":56,""550979605004"":53,""550979603002"":51}",403,205,0.026713124274099886
550790910001.0,{},248,81,0.034934497816593885
551332034065.0,"{""551332034052"":195,""551314601013"":131,""551332034051"":118,""551332034031"":102,""551332034064"":100,""551332034063"":100,""551332033041"":95,""551332033042"":94,""551332035003"":85,""551332034041"":78,""551332034033"":70,""551314601024"":65,""551332035005"":64,""551332034032"":63,""551332034024"":61,""551332034061"":57,""551332035004"":53,""551332033031"":52,""551314601011"":52,""551332035001"":50}",491,0,0.009756097560975608
551390028001.0,"{""550150203081"":125,""550150207001"":94,""550150203063"":76,""550150203061"":72,""550150203082"":69,""551390036002"":55,""551390026022"":52,""550150208002"":51}",669,175,0.013345195729537367
550019505011.0,{},392,43,0.0310077519379845
551351012002.0,"{""551351004003"":74,""551351009001"":68,""551351012001"":62,""551351007003"":54}",438,66,0.025751072961373394
550019505021.0,{},516,54,0.027256478999106343
550090215002.0,{},515,55,0.031279620853080566
550250116001.0,"{""550250115031"":234,""550250114023"":169,""550250116002"":131,""550250115032"":126,""550250117001"":111,""550250116003"":71,""550219712004"":69,""550250112002"":68,""550250115041"":63,""550219711002"":60,""550219712003"":60,""550250117002"":58,""550250118001"":53,""550279608004"":52,""550250115061"":52,""550250115042"":51,""550250115051"":50,""550250120013"":50,""550250113011"":50}",387,34,0.0
550279606002.0,"{""550250114023"":84,""550279607003"":80,""550279604002"":74,""550279608004"":70,""550219711002"":67,""550279609002"":64,""550279610002"":59,""550250112002"":53}",681,84,0.02332155477031802
550390419007.0,{},382,53,0.01494565217391304
551050011005.0,"{""551050014004"":113,""551050012013"":61,""551050011004"":53}",240,37,0.031135531135531132
551351006003.0,"{""551351005001"":76}",497,137,0.004158004158004158
550219712003.0,"{""550219712004"":93,""550250114023"":91,""550219711002"":82,""550250115031"":63,""550219712002"":62,""550250112002"":60,""550279608004"":52,""550279618002"":50}",849,309,0.03168202764976959
550250115032.0,"{""550250115031"":258,""550250114023"":164,""550250117001"":96,""550250115041"":94,""550250133012"":73,""550250116002"":68,""550250132005"":64,""550250115061"":53,""550250133022"":53}",1886,496,0.030793319415448845
550590014006.0,"{""550590026012"":205,""550590026021"":185,""550590026022"":138,""550590026013"":112,""550590026011"":110,""550590025001"":107,""550590003001"":107,""550590006021"":103,""550590006022"":102,""550590027001"":101,""550590006013"":85,""550590024003"":81,""550590020003"":75,""550590007002"":68,""550590021003"":68,""550590026024"":66,""550590024002"":61,""550590020002"":61,""170978601012"":60,""170978601011"":59,""550590013004"":58,""550590029062"":57,""550590029053"":57,""550590014004"":57,""550590014003"":57,""550590001001"":57,""550590027002"":56,""550590006014"":56,""550590021001"":54,""170978660001"":53,""550590005004"":53,""550590014005"":52,""550590026023"":52,""550590023003"":52,""550590001002"":52,""550590023005"":51,""550590011002"":51,""550590022003"":50}",842,431,0.06962785114045619
550790207005.0,{},207,39,0.04218362282878412
550939608002.0,{},341,28,0.01974612129760226
550730017001.0,{},541,53,0.03861003861003861
550790204002.0,"{""550790203002"":59,""550790204001"":54,""550790205001"":52}",301,178,0.06373292867981792
550791866002.0,"{""550791603001"":96,""550791603004"":84,""550896602022"":65,""550791501004"":63,""550790074001"":59,""550791873003"":59,""550791872002"":58,""551332015042"":57,""550790216002"":57,""551010017051"":55,""550791874001"":52,""550791603003"":51,""550896502001"":51,""550791501003"":50}",332,258,0.14923076923076925
551010010023.0,"{""551010017051"":77,""551010010031"":68}",343,58,0.05293276108726753
551314402004.0,"{""551314401043"":131,""551314401031"":87,""551314401032"":85,""551314401041"":78,""551314401061"":67,""551314402003"":60}",285,72,0.04455445544554456
551410109005.0,{},340,40,0.04992657856093979
550019507001.0,{},446,38,0.05170731707317073
550250108002.0,"{""550250108001"":105,""550250137001"":93,""550250108003"":68,""550250128004"":57}",411,77,0.03579952267303103
550790047003.0,"{""550790047004"":64}",446,290,0.08969072164948454
550870110002.0,"{""550870125051"":118,""550150207001"":109,""550870111022"":100,""550870126014"":88,""550870125061"":83,""550150203081"":80,""550870133002"":73,""550870133001"":72,""550150203062"":70,""550870126012"":66,""551390024001"":64,""551390024005"":62,""551390024003"":62,""551390023002"":61,""550870120002"":61,""550870111021"":60,""550870125042"":59,""550870126011"":59,""550870126023"":57,""551390025004"":56,""550870125062"":56,""550870125031"":55,""550870106022"":54,""550870110003"":53,""550150208002"":53}",397,222,0.0
550896501012.0,"{""550896502001"":163,""550896503004"":149,""550896501013"":113,""550896503001"":101,""550896602022"":77,""550896501011"":74,""550896402001"":73,""550896402002"":71,""550896501022"":69,""550896402004"":63,""550896503003"":60,""550896501014"":56}",461,92,0.0
550979610001.0,"{""550979604005"":151,""550979611001"":129,""550979607012"":126,""550979605004"":117,""550979607021"":105,""550979612002"":89,""550979608001"":88,""550979611003"":80,""550979607013"":79,""550979608002"":77,""550979610002"":68,""550979603001"":60,""550979607011"":59,""550979605003"":58,""550979603002"":58,""550979606001"":57,""550979604003"":56,""550979602004"":52,""550979601003"":51,""550979604004"":51,""550979604001"":51}",535,413,0.014617368873602753
551314001033.0,{},679,46,0.0
551410108001.0,{},418,138,0.022613065326633167
550090017012.0,"{""550090018022"":180,""550090018021"":144,""550090020031"":117,""550090201002"":117,""550831013002"":99,""550619604003"":95,""550090207032"":94,""550099400013"":93,""550090202033"":84,""550090207021"":83,""550090205041"":82,""550090205034"":76,""550090020021"":72,""550090202042"":69,""550090202031"":65,""550090205042"":63,""550090201001"":62,""550619604002"":61,""550090018011"":60,""550090020011"":59,""550099400012"":56,""550090017023"":56,""550090207033"":55,""550090202043"":54,""550090018012"":50,""550831013003"":50}",1147,813,0.04535349044019564
550250107023.0,"{""550250125022"":177,""550250125011"":128,""550250125023"":117,""550250014033"":105,""550250124001"":104,""550250124002"":96,""550250137001"":93,""551050029004"":88,""550459601002"":72,""550250107013"":66,""550250015023"":63,""550250122021"":62,""550250122024"":57,""551050029001"":57,""550250109011"":56,""550250120013"":52,""550250123001"":51}",900,167,0.06868451688009314
550699609001.0,"{""550699607002"":58}",438,168,0.024096385542168672
550791603004.0,"{""550791603001"":252,""550791603003"":85,""550791602021"":76,""550791603002"":72,""551010016013"":60,""551010017051"":56,""550791602032"":55,""550791602022"":55,""550791601001"":51,""550791602024"":50}",980,39,0.04619124797406807
550819504001.0,"{""550819503001"":129,""550819509003"":75,""550819504003"":68,""550819502001"":63,""550819503004"":52}",438,250,0.025885558583106268
550859710021.0,"{""551259400001"":55,""550859713001"":51}",526,34,0.01320754716981132
551211007003.0,"{""551211007001"":142,""550630102021"":94,""550630102011"":68,""551211007002"":63,""550630102022"":62,""551211008003"":50}",504,107,0.023084994753410283
551314101003.0,"{""551314301001"":95,""551314101002"":55}",601,244,0.013322884012539185
550170103004.0,"{""550170104001"":104,""550170107003"":80,""550170107002"":64}",483,194,0.05717488789237667
550219701003.0,{},315,80,0.09062980030721966
550279606001.0,{},330,29,0.005763688760806917
550310303005.0,{},437,39,0.03846153846153846
550339708002.0,"{""550339707001"":160,""550339707003"":153,""550339705001"":120,""550339707002"":117,""550339708001"":108,""550339704004"":70,""550339705003"":68,""550339705002"":61,""550339706002"":59,""550339703002"":59,""550339708004"":55,""550339704001"":50,""550339708003"":50}",318,267,0.0674270379067427
550790037002.0,"{""550790050004"":56,""550790051002"":56}",415,155,0.06749311294765839
550790043005.0,{},238,66,0.04739336492890995
551170105012.0,"{""551170105011"":104,""551170105015"":62,""551170105021"":54,""551170105013"":51,""551170104001"":50}",399,172,0.0
551270017011.0,"{""551270016023"":131,""551270017024"":107,""551270017013"":104,""550590030012"":84,""171118701022"":82,""171118701011"":72,""551270017023"":66,""550590030022"":62,""170978609061"":61,""550590028004"":58,""551270010003"":55,""551270015012"":53}",605,57,0.038125496425734706
550199508002.0,"{""550199507001"":56}",819,157,0.04177377892030848
550250125023.0,"{""550250125022"":223,""550250125011"":163,""550250124001"":130,""550250124002"":99,""551050029004"":55,""550250125014"":54}",835,210,0.02762762762762763
550279608004.0,"{""550279607003"":112,""550279604002"":96,""550279606002"":82,""550279609002"":81,""550279609001"":69,""550279604003"":67,""550279607001"":64,""550279610002"":63,""550390418004"":55,""550279608001"":53}",446,107,0.03455284552845528
551010028001.0,"{""551010028002"":90,""551010028003"":77,""551010028004"":64,""551010027011"":62,""551010027012"":50}",402,20,0.025912838633686687
551332021031.0,"{""551332021012"":192,""551332023013"":96,""551332021023"":93,""551332038031"":88,""551332038045"":70,""551332020011"":67,""551332024003"":67,""551332021032"":60,""551332024001"":58,""551332038023"":58,""551332038024"":57,""551332023012"":57,""551332039011"":56,""551332016003"":54,""551332021024"":52,""551332024004"":50}",716,275,0.04038461538461537
550239605002.0,"{""550239606003"":78,""550239604003"":62,""550239606001"":56}",496,168,0.0448642266824085
550350014001.0,"{""550350015001"":189,""550350013001"":161,""550339704001"":90,""550350014003"":72,""550170104001"":72,""550350003012"":70,""550339704002"":69,""550350003021"":66,""550350014004"":65,""550170107003"":65,""550350005011"":62,""550170104003"":60,""550350009003"":60,""550350013003"":59,""550350014002"":59,""550170102002"":59,""550350005023"":58,""550350016003"":58,""550350005014"":52,""550170104002"":52,""550170102003"":51,""550339703004"":50}",739,366,0.010620915032679737
550390418004.0,"{""550390418003"":91,""550390417002"":75,""550390417004"":70,""550390418002"":65,""550279603001"":64,""550279603005"":54}",483,64,0.0506198347107438
550630002004.0,"{""550630005002"":196,""550630102021"":134,""550630102011"":126,""550630104012"":118,""550630102022"":116,""550630106001"":104,""550630103002"":84,""550630102012"":81,""550630011021"":68,""550630107001"":66,""550630104022"":64,""550630002002"":64,""551211007001"":62,""550630002005"":62,""550630004002"":61,""270550201003"":60,""550630001004"":59,""550630105004"":56,""550630104023"":55,""550630105001"":55,""550630101022"":52,""550630004005"":51,""550630003001"":51,""550630104021"":50}",443,378,0.1335740072202166
550790075002.0,"{""550790074001"":143,""550790078003"":50}",263,109,0.04821150855365473
550791503041.0,"{""550791503012"":116,""550791501003"":113,""550791501004"":102,""550791873003"":97,""551332019002"":96,""550791503032"":93,""550791872002"":92,""550791503031"":91,""550791603001"":81,""551332015042"":77,""551010020023"":76,""550791873002"":74,""550791501001"":72,""550791301003"":72,""551332017034"":71,""551010020022"":68,""550791503013"":65,""551010028004"":63,""550791603004"":62,""551010020011"":61,""550791402013"":60,""551332017042"":57,""551010027022"":57,""551010027011"":57,""550791872003"":56,""551010027012"":53,""550791603003"":51,""551332019003"":51,""551010027024"":50}",999,711,0.023529411764705885
550870106023.0,"{""550150207001"":295,""550150203081"":196,""550870133001"":193,""550150208002"":186,""550150203062"":180,""550870133002"":164,""550870120002"":132,""550870121004"":115,""550870125051"":103,""550870125042"":103,""550150203063"":101,""550150203061"":90,""550870119002"":88,""550870106022"":87,""550150203043"":84,""550870120004"":83,""550150208001"":82,""550150203082"":82,""550870115023"":81,""550870129012"":80,""550870120001"":79,""550870116005"":77,""550870125031"":77,""550870107003"":73,""550870116004"":73,""550870125032"":70,""550150208003"":69,""550870126014"":67,""550870106011"":67,""551390024005"":67,""550870119001"":66,""550870121005"":66,""550870116003"":64,""550090214003"":62,""551390025004"":61,""550870121003"":61,""550870126012"":61,""550870106013"":60,""551390023002"":58,""550870106012"":57,""550870129011"":57,""550150203033"":57,""550870106021"":56,""550150203032"":55,""550150203031"":54,""550870124001"":51}",510,162,0.029204431017119843
550959608001.0,"{""550959608003"":125,""551091204001"":84,""550959608002"":74,""550959607003"":69,""550959609003"":66,""270251106002"":53}",1114,224,0.03622851834649327
551332009013.0,"{""551332012021"":69,""550790903002"":61,""551332008031"":60,""551332009012"":60,""551332009024"":59,""551332008012"":52}",456,111,0.012716763005780347
551332025004.0,"{""551332024003"":68,""551332026003"":52}",385,126,0.01606425702811245
550119605001.0,"{""551211007001"":83,""550119604002"":54,""271696708005"":50}",466,56,0.021834061135371174
550250002022.0,"{""550250109011"":197,""550250109031"":99,""550250004061"":83,""550250108005"":82,""550250128004"":66,""550250109041"":62,""550250109042"":62,""550250109044"":62,""550250112002"":59,""550250002051"":57,""550250137001"":57,""550250002021"":54,""550250002043"":53,""550250004054"":52,""550250005043"":50,""550250128003"":50,""550250002041"":50}",958,507,0.04051565377532228
550730021004.0,{},489,26,0.02742409402546523
550790108002.0,"{""550790074001"":102,""550791869001"":58,""550790108001"":56}",825,698,0.04829545454545455
550790187003.0,{},415,311,0.036649214659685854
551314402001.0,"{""551314401031"":120,""551314401032"":97,""551314401043"":72,""551314401041"":50}",651,357,0.0325542570951586
550279609003.0,"{""550279609002"":81,""550279607003"":79,""550279608004"":69,""550279606002"":61,""550279604002"":61,""550279610002"":50}",656,331,0.05077262693156733
550730021001.0,{},292,58,0.014876033057851238
550789401011.0,"{""550789401022"":60}",388,240,0.05472636815920398
550790032002.0,{},351,83,0.06544502617801047
550791805001.0,"{""550791803002"":59}",377,296,0.05622837370242215
550310211003.0,{},484,389,0.102803738317757
550350002002.0,"{""550350001003"":90,""550350002003"":51}",605,185,0.0180327868852459
550511801004.0,{},282,63,0.042735042735042736
550590019001.0,{},317,171,0.05797101449275361
550790019002.0,{},315,114,0.11111111111111112
550790141001.0,"{""550896602022"":120,""550790074001"":106,""550896603041"":102,""550896502001"":95,""550896503004"":81,""550896603013"":80,""550791603001"":75,""550896402002"":72,""551314702041"":72,""550791874001"":71,""550896501013"":68,""550791603004"":67,""551332015042"":66,""550790601022"":66,""550791860001"":64,""550790113001"":62,""550790147002"":60,""550790301003"":59,""550790003021"":58,""550790144001"":58,""550896503001"":58,""550896402001"":57,""550896603011"":57,""550790008002"":55,""550896603033"":54,""550790401001"":53,""550896603034"":53,""550790601012"":52,""550896602023"":52,""550791501004"":51,""550790077003"":51,""550790009001"":51,""550896402004"":50,""550790601013"":50,""551332021012"":50}",697,688,0.07319304666056724
550870129022.0,"{""550870129012"":110,""550870128002"":86,""550870128001"":80,""550870128005"":72,""550870128003"":72,""550870133002"":62,""550870126012"":60,""550870129021"":60,""550870131004"":54,""551151011001"":53,""550870131001"":50,""550870132003"":50}",605,42,0.048109965635738834
551010013021.0,{},270,45,0.03311258278145695
551332040042.0,"{""551332038031"":128,""551332038032"":87,""551332040033"":85,""551332038042"":84,""551332037032"":83,""551332039011"":75,""551332038041"":72,""551332040032"":71,""551332038023"":68,""551332038024"":67,""551332037031"":64,""551332038045"":62,""551332040043"":59,""551332021012"":59,""551332041004"":58,""551332040022"":55,""551332038021"":54,""551332037022"":54,""551332037041"":51,""551332040023"":51}",334,42,0.025220680958385876
550170110005.0,"{""550170107001"":58}",636,87,0.019123505976095617
550219710003.0,"{""550219706002"":60,""550219702003"":56,""550219702004"":56,""550219707002"":52}",326,98,0.02831594634873324
550250013001.0,"{""550250125022"":113,""550250109011"":104,""550250120013"":88,""550250125011"":76,""550250137001"":75,""550250107023"":74,""550250015023"":73,""550250016031"":73,""550250125023"":70,""550250014033"":69,""550250012004"":69,""550250114023"":67,""550250014011"":67,""550250011011"":67,""550250115031"":66,""550250124002"":63,""550250112002"":62,""550250108005"":61,""550250109031"":60,""550250105024"":60,""550250014023"":58,""550250108001"":55,""550250128004"":54,""550250014032"":54,""550250120012"":53,""551050013041"":53,""550250119001"":51,""550250124001"":51,""551050029004"":50}",852,396,0.01056338028169014
550939608004.0,{},437,108,0.007847533632286996
550979601003.0,"{""550979605004"":58,""550979606001"":51}",649,57,0.0361794500723589
551010003002.0,"{""551010002005"":52}",369,248,0.18243243243243246
551379602003.0,{},479,58,0.04725274725274726
550219711001.0,"{""550219711002"":88,""550219712004"":74,""550250114023"":74,""550250115031"":70,""550219712003"":65,""550219712002"":51}",610,160,0.03341288782816229
550439611003.0,"{""550439612003"":63}",514,65,0.03333333333333333
550730011041.0,"{""550730011021"":291,""550730012011"":216,""550730011044"":114,""550730013004"":94,""550730011032"":87,""550730011022"":79,""550730007001"":71,""550730014001"":65,""550730011033"":63,""550730010001"":63,""550730016003"":59,""550730009002"":59,""550730012023"":59,""550730011042"":58,""550730011043"":57,""550730008001"":56,""550730009001"":54,""550730010002"":51,""550730012024"":50}",567,301,0.06815869786368262
551151005001.0,"{""551151009001"":93,""551151005003"":83,""551151010001"":79,""551151005002"":74,""551151004003"":71,""551151003001"":70,""551151003002"":67,""551151004001"":67,""551151004002"":56,""551151011001"":55}",592,257,0.016299137104506235
551332025002.0,"{""551332024003"":68,""551332026003"":52}",278,129,0.018284106891701825
551410112002.0,"{""551410115003"":93,""551410111004"":87,""551410112001"":68,""551410115004"":65,""551410111003"":50}",564,212,0.11406096361848575
550790001014.0,"{""550790001013"":73,""550790501011"":62,""551314702041"":56,""550790501014"":51,""550790002012"":50,""550896603041"":50}",503,486,0.05471956224350205
550790301001.0,"{""550896603041"":90,""550790301003"":79,""550896603033"":60,""550790401001"":57}",570,70,0.0
550791402013.0,"{""550791501003"":112,""550791873003"":101,""550791501004"":91,""550791503031"":91,""550791872002"":84,""550791503012"":84,""550791503032"":83,""551332019002"":82,""550791402023"":79,""550791873002"":74,""550791402024"":73,""550791503041"":73,""550791402012"":72,""550791402011"":69,""550791603001"":66,""550791402022"":64,""550791501001"":63,""551010020023"":62,""550791205013"":57,""550791603004"":55,""551010020011"":53,""550791503013"":51,""551010020022"":50}",477,69,0.06720977596741344
551332035001.0,"{""551314401061"":90,""551314601013"":69,""551314401043"":68,""551332034051"":65,""551332034052"":63,""551332035003"":62,""551314401062"":59,""551314401031"":54,""551332035005"":51}",388,16,0.04712643678160921
550590030022.0,"{""171118701022"":118,""550590030012"":96,""550590030023"":78,""550590030021"":75,""171118701011"":71,""550590029041"":63,""550590030013"":60,""550590029031"":59,""550590029062"":55}",653,124,0.06839309428950864
550790196003.0,"{""550790197003"":66,""550790194001"":59}",535,383,0.0037641154328732743
550870127003.0,"{""550870126023"":108,""550870127002"":106,""551351009001"":98,""550870126012"":97,""550870128005"":92,""550870126014"":89,""551351008003"":69,""550870127001"":68,""550870127004"":57,""550870126022"":56,""551351012001"":52,""550870126011"":51,""550870128001"":50}",594,113,0.013188518231186967
551110004011.0,"{""551110003004"":146,""551110001003"":103,""551110004012"":91,""551110003001"":84,""551110010012"":77,""551110003003"":77,""551110004022"":72,""551110003002"":71,""551110001002"":69,""551110010011"":63,""551110001004"":61,""551110005002"":56,""551110006002"":55,""551110010013"":54}",1100,480,0.052955082742316785
551211005003.0,"{""551211008001"":62,""551211007001"":54}",411,65,0.016489988221436984
551332024003.0,"{""551332021012"":174,""551332023013"":87,""551332021023"":84,""551332026002"":83,""551332026003"":76,""551332021031"":70,""551332024001"":63,""551332022024"":59,""551332013004"":57,""551332021032"":55,""551332023012"":54,""551332024004"":54,""551332038045"":50}",509,119,0.04918032786885245
