census_block_group,distance_from_home,state,county
551332013001,11823,WI,Waukesha County
551390034002,11100,WI,Winnebago County
551390036002,7853,WI,Winnebago County
551390037011,22047,WI,Winnebago County
551332014021,10643,WI,Waukesha County
551332021011,13919,WI,Waukesha County
551390002001,6051,WI,Winnebago County
551270006004,24826,WI,Walworth County
550250027001,12436,WI,Dane County
551270003015,27279,WI,Walworth County
550279610004,4952,WI,Dodge County
551270017015,10950,WI,Walworth County
551270006001,60543,WI,Walworth County
551270002002,33858,WI,Walworth County
551270003014,54687,WI,Walworth County
551270003025,45797,WI,Walworth County
550279601003,60195,WI,Dodge County
551390004001,13576,WI,Winnebago County
550279617001,55452,WI,Dodge County
551390004002,6676,WI,Winnebago County
550279601001,75364,WI,Dodge County
550279602002,31416,WI,Dodge County
551270016031,41054,WI,Walworth County
551270017014,24520,WI,Walworth County
551270007022,23687,WI,Walworth County
551390008001,13285,WI,Winnebago County
551390014004,5344,WI,Winnebago County
550710002002,12263,WI,Manitowoc County
550090214003,29631,WI,Brown County
550090213023,31694,WI,Brown County
551270009013,12462,WI,Walworth County
550790217003,27072,WI,Milwaukee County
551390019003,16313,WI,Winnebago County
551390019001,86788,WI,Winnebago County
551390019002,61656,WI,Winnebago County
551390020002,35427,WI,Winnebago County
551390023001,33718,WI,Winnebago County
551390023002,21032,WI,Winnebago County
551390005006,6534,WI,Winnebago County
551390025003,6509,WI,Winnebago County
550090207044,44115,WI,Brown County
551332015043,8234,WI,Waukesha County
551332025004,10865,WI,Waukesha County
551332015052,21555,WI,Waukesha County
550339704003,30324,WI,Dunn County
550339703002,35482,WI,Dunn County
550339704002,113939,WI,Dunn County
551332015034,7395,WI,Waukesha County
550339701003,47974,WI,Dunn County
551332005002,12099,WI,Waukesha County
550790198001,5648,WI,Milwaukee County
550630105003,28730,WI,La Crosse County
550630004005,13913,WI,La Crosse County
550819509001,56095,WI,Monroe County
551332021032,17131,WI,Waukesha County
550630012004,6107,WI,La Crosse County
550790209002,7245,WI,Milwaukee County
550791002002,5916,WI,Milwaukee County
550790210002,10723,WI,Milwaukee County
550790214001,42428,WI,Milwaukee County
550790113001,13464,WI,Milwaukee County
550790035001,4819,WI,Milwaukee County
550790352004,9487,WI,Milwaukee County
550791603001,14179,WI,Milwaukee County
550790216001,37950,WI,Milwaukee County
550791005003,20651,WI,Milwaukee County
550791007002,29796,WI,Milwaukee County
550791007003,9493,WI,Milwaukee County
550790351001,9587,WI,Milwaukee County
550791016002,4764,WI,Milwaukee County
550791011002,21958,WI,Milwaukee County
550791012001,6055,WI,Milwaukee County
550710002001,18248,WI,Manitowoc County
550790352001,14650,WI,Milwaukee County
550790352003,9625,WI,Milwaukee County
550791012004,19265,WI,Milwaukee County
550791015001,6360,WI,Milwaukee County
550791015002,6712,WI,Milwaukee County
550170112002,45093,WI,Chippewa County
550790199004,6587,WI,Milwaukee County
550791101001,7885,WI,Milwaukee County
550791101002,7891,WI,Milwaukee County
550791101003,7374,WI,Milwaukee County
550170108005,158740,WI,Chippewa County
550551001002,19612,WI,Jefferson County
550170108002,137897,WI,Chippewa County
551239606002,38366,WI,Vernon County
551239605001,45802,WI,Vernon County
551239606003,31456,WI,Vernon County
551239607001,68072,WI,Vernon County
551239602001,57767,WI,Vernon County
550551002003,16033,WI,Jefferson County
551239604001,45150,WI,Vernon County
550551002004,10196,WI,Jefferson County
550551002002,11957,WI,Jefferson County
550790162001,3537,WI,Milwaukee County
550790164003,3808,WI,Milwaukee County
550790161003,6173,WI,Milwaukee County
550790076003,11021,WI,Milwaukee County
550551005002,56945,WI,Jefferson County
550551006021,25515,WI,Jefferson County
550790168001,4363,WI,Milwaukee County
550730001001,8028,WI,Marathon County
550590014001,4856,WI,Kenosha County
550239601002,130280,WI,Crawford County
550590008001,6072,WI,Kenosha County
550350001001,38482,WI,Eau Claire County
550590006011,61831,WI,Kenosha County
550590007004,3868,WI,Kenosha County
550350003012,14947,WI,Eau Claire County
550350016002,40271,WI,Eau Claire County
550350004001,34619,WI,Eau Claire County
550350007004,4421,WI,Eau Claire County
550590013004,12765,WI,Kenosha County
550590016002,5257,WI,Kenosha County
550590019002,5942,WI,Kenosha County
550590020002,9620,WI,Kenosha County
551259505002,173920,WI,Vilas County
550590026022,13030,WI,Kenosha County
550590029032,15749,WI,Kenosha County
550590029061,12450,WI,Kenosha County
551091201002,11946,WI,St. Croix County
550590004004,7082,WI,Kenosha County
550590005003,5007,WI,Kenosha County
550590009004,7330,WI,Kenosha County
550590022001,6768,WI,Kenosha County
551351012003,39618,WI,Waupaca County
550590022003,5512,WI,Kenosha County
551351012001,45436,WI,Waupaca County
551170008001,7308,WI,Sheboygan County
550590027003,17209,WI,Kenosha County
551351006004,79896,WI,Waupaca County
550590028005,33781,WI,Kenosha County
551170009002,5450,WI,Sheboygan County
551170010003,6530,WI,Sheboygan County
551110009001,55097,WI,Sauk County
551110010021,35773,WI,Sauk County
551110010011,30103,WI,Sauk County
551110011001,51074,WI,Sauk County
551170102002,17482,WI,Sheboygan County
551170103001,31079,WI,Sheboygan County
550710005001,4600,WI,Manitowoc County
550090008002,10440,WI,Brown County
550959610002,36890,WI,Polk County
550959608001,39426,WI,Polk County
551332015031,8485,WI,Waukesha County
550959611003,59955,WI,Polk County
550959610003,35129,WI,Polk County
550279608004,63206,WI,Dodge County
550279608003,5952,WI,Dodge County
550279609001,54641,WI,Dodge County
551332017012,6295,WI,Waukesha County
551170110002,34468,WI,Sheboygan County
550790173002,5725,WI,Milwaukee County
550090216001,36503,WI,Brown County
551170112002,37158,WI,Sheboygan County
550630012002,9586,WI,La Crosse County
550959601002,69549,WI,Polk County
550630101014,130262,WI,La Crosse County
550959602003,53650,WI,Polk County
551151010002,55512,WI,Shawano County
550959601001,65175,WI,Polk County
550959610001,34011,WI,Polk County
550630104026,8987,WI,La Crosse County
551151007003,79170,WI,Shawano County
551151001002,36394,WI,Shawano County
551151002001,40079,WI,Shawano County
551151009003,35573,WI,Shawano County
550199502004,136469,WI,Clark County
550630101021,20375,WI,La Crosse County
551332032003,36501,WI,Waukesha County
550199503004,113003,WI,Clark County
550199505004,25786,WI,Clark County
550199504001,48522,WI,Clark County
550199506001,84300,WI,Clark County
550199504004,43839,WI,Clark County
550790041003,4812,WI,Milwaukee County
550199505003,37007,WI,Clark County
550790012001,6880,WI,Milwaukee County
550199502001,176861,WI,Clark County
550199501002,166974,WI,Clark County
550630107003,23002,WI,La Crosse County
551332040043,14555,WI,Waukesha County
551332006002,11279,WI,Waukesha County
550239605002,100763,WI,Crawford County
551239601002,49682,WI,Vernon County
551170105022,37290,WI,Sheboygan County
550791014001,7744,WI,Milwaukee County
550790001022,11581,WI,Milwaukee County
551170108002,10818,WI,Sheboygan County
551170101001,90061,WI,Sheboygan County
550790123001,7742,WI,Milwaukee County
550790124001,7335,WI,Milwaukee County
550790125002,10580,WI,Milwaukee County
550790146002,10219,WI,Milwaukee County
550790148001,6938,WI,Milwaukee County
550790148002,8672,WI,Milwaukee County
550790149001,9464,WI,Milwaukee County
550790149002,14202,WI,Milwaukee County
550791858002,5273,WI,Milwaukee County
550619605005,45356,WI,Kewaunee County
550619602003,54129,WI,Kewaunee County
550630007005,14641,WI,La Crosse County
551170104002,42264,WI,Sheboygan County
551379606001,69584,WI,Waushara County
550419504002,101251,WI,Forest County
550170110003,34590,WI,Chippewa County
550170112006,76001,WI,Chippewa County
550170110001,52404,WI,Chippewa County
550170102001,17993,WI,Chippewa County
550250014022,19059,WI,Dane County
550170101001,10397,WI,Chippewa County
551332031012,18251,WI,Waukesha County
550250019001,11496,WI,Dane County
550250020001,43432,WI,Dane County
550250020004,26382,WI,Dane County
551091210001,26631,WI,St. Croix County
551332017014,11681,WI,Waukesha County
550250026011,21318,WI,Dane County
551091206004,56230,WI,St. Croix County
550250030021,58473,WI,Dane County
551091208003,27610,WI,St. Croix County
550250028002,11973,WI,Dane County
550250029003,16391,WI,Dane County
550250128004,76374,WI,Dane County
550250013002,17300,WI,Dane County
550250120025,22763,WI,Dane County
550250132002,172127,WI,Dane County
550250004071,6425,WI,Dane County
550250124002,28090,WI,Dane County
550250109011,25162,WI,Dane County
550250004011,12280,WI,Dane County
550250112001,31557,WI,Dane County
550250027003,17935,WI,Dane County
550250002041,23845,WI,Dane County
550250002011,10717,WI,Dane County
550250003002,11664,WI,Dane County
550250004021,10141,WI,Dane County
550250005011,22171,WI,Dane County
550250005031,4835,WI,Dane County
550250006001,40307,WI,Dane County
550979601002,33145,WI,Portage County
550250007001,10414,WI,Dane County
550250007002,20911,WI,Dane County
550250010001,12650,WI,Dane County
551332039012,31617,WI,Waukesha County
551332034024,12860,WI,Waukesha County
551050025002,5552,WI,Rock County
551050028002,23720,WI,Rock County
551050030011,17546,WI,Rock County
551332031015,6952,WI,Waukesha County
551332036024,8862,WI,Waukesha County
551050031001,50209,WI,Rock County
551050031003,136770,WI,Rock County
551050031005,29374,WI,Rock County
551332034051,14955,WI,Waukesha County
550790173003,4055,WI,Milwaukee County
551332040041,16663,WI,Waukesha County
551332039022,12360,WI,Waukesha County
550790169003,4034,WI,Milwaukee County
550790172001,5752,WI,Milwaukee County
550790174002,3963,WI,Milwaukee County
550790176001,5997,WI,Milwaukee County
550551010001,42725,WI,Jefferson County
550551010002,21302,WI,Jefferson County
550730003001,12445,WI,Marathon County
550730003002,9300,WI,Marathon County
550730004001,11204,WI,Marathon County
551332029023,16084,WI,Waukesha County
550730004003,25364,WI,Marathon County
550050009005,42564,WI,Barron County
550939604003,18468,WI,Pierce County
550939608001,47212,WI,Pierce County
550939607003,45539,WI,Pierce County
550050010022,28598,WI,Barron County
550050010012,106954,WI,Barron County
550730011033,9460,WI,Marathon County
550730011041,11468,WI,Marathon County
550939605001,19895,WI,Pierce County
550939602003,37971,WI,Pierce County
550551011003,35391,WI,Jefferson County
550551012021,40509,WI,Jefferson County
550730012011,12844,WI,Marathon County
550551014003,11462,WI,Jefferson County
551332008014,11446,WI,Waukesha County
550730012021,18217,WI,Marathon County
550730012023,21196,WI,Marathon County
550551017011,60779,WI,Jefferson County
551332033052,29769,WI,Waukesha County
551332014033,14211,WI,Waukesha County
551332028003,13387,WI,Waukesha County
550090017021,36094,WI,Brown County
550790106002,8487,WI,Milwaukee County
550790107001,5075,WI,Milwaukee County
550790107002,9425,WI,Milwaukee County
550896503004,17159,WI,Ozaukee County
550896601002,10637,WI,Ozaukee County
550759607001,97072,WI,Marinette County
550759610002,81597,WI,Marinette County
550730023001,33327,WI,Marathon County
550759606002,104943,WI,Marinette County
550759608002,87903,WI,Marinette County
550759610001,23864,WI,Marinette County
551131008002,145225,WI,Sawyer County
551050014001,125250,WI,Rock County
551050014002,12335,WI,Rock County
551050017002,18101,WI,Rock County
550730021001,41482,WI,Marathon County
550551016004,30013,WI,Jefferson County
550551013003,39857,WI,Jefferson County
550730022001,165600,WI,Marathon County
550790085001,5094,WI,Milwaukee County
550551012011,45690,WI,Jefferson County
551050022001,25225,WI,Rock County
551050019002,6485,WI,Rock County
551050024002,13150,WI,Rock County
550551015001,23178,WI,Jefferson County
550551008003,23159,WI,Jefferson County
551351002002,50777,WI,Waupaca County
551351001002,34689,WI,Waupaca County
550730017003,30189,WI,Marathon County
550939607001,39355,WI,Pierce County
550939607002,40222,WI,Pierce County
550790093001,6113,WI,Milwaukee County
550551004003,23838,WI,Jefferson County
550790066003,4566,WI,Milwaukee County
550551008001,56996,WI,Jefferson County
550551007002,54393,WI,Jefferson County
550551006011,63368,WI,Jefferson County
550551012012,20718,WI,Jefferson County
550551004001,69886,WI,Jefferson County
550790095001,6485,WI,Milwaukee County
550730018005,127756,WI,Marathon County
550619604002,27676,WI,Kewaunee County
551332023027,16533,WI,Waukesha County
550919502001,48258,WI,Pepin County
551332034032,13525,WI,Waukesha County
551050003002,7315,WI,Rock County
551332022012,4959,WI,Waukesha County
551332022021,12646,WI,Waukesha County
551332020011,30745,WI,Waukesha County
551332020012,11631,WI,Waukesha County
551332035006,15069,WI,Waukesha County
550819501002,244432,WI,Monroe County
550819509002,41812,WI,Monroe County
550819501001,110101,WI,Monroe County
550250115052,26327,WI,Dane County
550630102021,75595,WI,La Crosse County
550630108001,164503,WI,La Crosse County
550999704002,117449,WI,Price County
550999706003,66186,WI,Price County
550999702002,111571,WI,Price County
550999702001,100108,WI,Price County
550999704001,123256,WI,Price County
551010018014,19899,WI,Racine County
550630102022,17874,WI,La Crosse County
550630010003,11112,WI,La Crosse County
551410115001,17614,WI,Wood County
550730023005,28093,WI,Marathon County
550730001004,13331,WI,Marathon County
550730007004,6700,WI,Marathon County
550730011022,13200,WI,Marathon County
550250122023,17700,WI,Dane County
551410114001,4783,WI,Wood County
550090020011,6856,WI,Brown County
551410115004,16805,WI,Wood County
550250128001,25712,WI,Dane County
550090003023,36513,WI,Brown County
550250132003,17276,WI,Dane County
550090002003,7536,WI,Brown County
551332004004,14614,WI,Waukesha County
551332005001,12662,WI,Waukesha County
550090004011,8324,WI,Brown County
550090004013,9971,WI,Brown County
551332009022,11916,WI,Waukesha County
551332019003,18632,WI,Waukesha County
550839900000,72528,WI,Oconto County
550090004014,9621,WI,Brown County
550831012001,36573,WI,Oconto County
550831013001,30794,WI,Oconto County
550699602002,60718,WI,Lincoln County
550699607003,153049,WI,Lincoln County
550699608003,23163,WI,Lincoln County
551332040021,24183,WI,Waukesha County
551332023023,5543,WI,Waukesha County
551332042003,13575,WI,Waukesha County
551091203001,18508,WI,St. Croix County
550699610003,25993,WI,Lincoln County
551332008043,11513,WI,Waukesha County
551170109002,14156,WI,Sheboygan County
550090102021,29129,WI,Brown County
550079603002,206910,WI,Bayfield County
551332036011,17620,WI,Waukesha County
550090005003,6297,WI,Brown County
551390026011,15648,WI,Winnebago County
551390011004,30372,WI,Winnebago County
551390034003,7600,WI,Winnebago County
550090009002,14873,WI,Brown County
551332038045,17590,WI,Waukesha County
551332011023,18299,WI,Waukesha County
550759614005,38044,WI,Marinette County
550079601001,216852,WI,Bayfield County
550079606001,166217,WI,Bayfield County
550759609002,28380,WI,Marinette County
550090017022,7297,WI,Brown County
550090018011,42897,WI,Brown County
550090006002,7727,WI,Brown County
550090211001,7961,WI,Brown County
550090210001,32276,WI,Brown County
550090004012,9008,WI,Brown County
550090205023,37740,WI,Brown County
550590006022,11574,WI,Kenosha County
550250017051,22168,WI,Dane County
550250125021,22565,WI,Dane County
550250016044,55450,WI,Dane County
550279610001,16650,WI,Dodge County
550279609002,64791,WI,Dodge County
550279612002,38744,WI,Dodge County
550279613001,25909,WI,Dodge County
550279619001,16276,WI,Dodge County
550279613005,22920,WI,Dodge County
550279616001,34801,WI,Dodge County
550279619003,20170,WI,Dodge County
550279619002,35965,WI,Dodge County
550279606003,134388,WI,Dodge County
550790909004,6563,WI,Milwaukee County
550679607002,44481,WI,Langlade County
550790911003,6527,WI,Milwaukee County
551314101002,24392,WI,Washington County
550390413003,7813,WI,Fond du Lac County
550390413004,7897,WI,Fond du Lac County
551314702031,13886,WI,Washington County
551314203004,12908,WI,Washington County
551314201033,18008,WI,Washington County
550590006014,12649,WI,Kenosha County
551091202012,21105,WI,St. Croix County
550790017003,5441,WI,Milwaukee County
551314201032,19489,WI,Washington County
550790017004,5945,WI,Milwaukee County
551314401051,24155,WI,Washington County
551314402004,16096,WI,Washington County
550250026023,31466,WI,Dane County
550791874001,20272,WI,Milwaukee County
550590018002,7614,WI,Kenosha County
550019507003,146869,WI,Adams County
550790018003,6745,WI,Milwaukee County
550250114013,123173,WI,Dane County
550250114012,104327,WI,Dane County
550250120013,81306,WI,Dane County
551010021003,25427,WI,Racine County
551010017024,16631,WI,Racine County
551010018022,68852,WI,Racine County
550790301002,11900,WI,Milwaukee County
551211004002,45120,WI,Trempealeau County
551211005001,46198,WI,Trempealeau County
551211001002,210397,WI,Trempealeau County
551211003001,49842,WI,Trempealeau County
550790006005,9239,WI,Milwaukee County
550790011002,5870,WI,Milwaukee County
550790012002,5956,WI,Milwaukee County
550679606001,40374,WI,Langlade County
551211004001,50383,WI,Trempealeau County
550790015001,7042,WI,Milwaukee County
550790017001,4019,WI,Milwaukee County
550790017002,5398,WI,Milwaukee County
550790108001,10953,WI,Milwaukee County
550791013002,7135,WI,Milwaukee County
550790196004,6348,WI,Milwaukee County
550790019002,3964,WI,Milwaukee County
550790019003,4550,WI,Milwaukee County
550790020002,5925,WI,Milwaukee County
550790021001,6357,WI,Milwaukee County
550790023001,7025,WI,Milwaukee County
550790023004,5443,WI,Milwaukee County
550790024002,4917,WI,Milwaukee County
550790024003,4964,WI,Milwaukee County
550790026002,4311,WI,Milwaukee County
550790027001,4797,WI,Milwaukee County
550790031003,6188,WI,Milwaukee County
550790032003,5014,WI,Milwaukee County
550790033005,5592,WI,Milwaukee County
550790034002,6248,WI,Milwaukee County
550790034003,6567,WI,Milwaukee County
550790035003,4971,WI,Milwaukee County
550679601004,126615,WI,Langlade County
550790036001,5694,WI,Milwaukee County
550790038003,4785,WI,Milwaukee County
550790040002,4173,WI,Milwaukee County
550790042001,4293,WI,Milwaukee County
550790043004,5593,WI,Milwaukee County
550790067001,19986,WI,Milwaukee County
550790046001,4843,WI,Milwaukee County
550790069002,4854,WI,Milwaukee County
550790072001,7252,WI,Milwaukee County
551010006006,3523,WI,Racine County
550790073002,11224,WI,Milwaukee County
551211005002,43122,WI,Trempealeau County
550050008003,71887,WI,Barron County
550259917020,7243,WI,Dane County
550250127002,84829,WI,Dane County
550250012004,20866,WI,Dane County
550250120024,160372,WI,Dane County
550250120023,135167,WI,Dane County
550250014032,12330,WI,Dane County
550250129002,43377,WI,Dane County
550250120021,95777,WI,Dane County
550250119004,67730,WI,Dane County
550790183002,7554,WI,Milwaukee County
550250118003,74397,WI,Dane County
550790186003,4048,WI,Milwaukee County
550699603001,125253,WI,Lincoln County
550790186001,3431,WI,Milwaukee County
550779602002,72859,WI,Marquette County
550390419005,19958,WI,Fond du Lac County
550759611002,95268,WI,Marinette County
550999701002,137791,WI,Price County
551091203004,19749,WI,St. Croix County
551410106001,10417,WI,Wood County
551410105002,13762,WI,Wood County
551410106002,32289,WI,Wood County
550390401003,19480,WI,Fond du Lac County
551410108001,52470,WI,Wood County
551410107002,58596,WI,Wood County
550790187003,3197,WI,Milwaukee County
550790194001,7799,WI,Milwaukee County
550730008001,7556,WI,Marathon County
551410111001,35988,WI,Wood County
550790190003,6877,WI,Milwaukee County
550730005003,34294,WI,Marathon County
551410110003,22607,WI,Wood County
551351009005,13101,WI,Waupaca County
551039702004,50530,WI,Richland County
551039705004,111948,WI,Richland County
550730006012,38115,WI,Marathon County
551410101001,54623,WI,Wood County
551410113005,25166,WI,Wood County
550790176002,3791,WI,Milwaukee County
550790179002,7424,WI,Milwaukee County
550790179004,9056,WI,Milwaukee County
551410101005,24550,WI,Wood County
551410102002,12206,WI,Wood County
550291008001,141191,WI,Door County
550291010001,59207,WI,Door County
550730009001,9666,WI,Marathon County
550291001002,269677,WI,Door County
550730011031,7991,WI,Marathon County
550291003002,254239,WI,Door County
550291006001,109628,WI,Door County
550291009002,131218,WI,Door County
550291005003,108100,WI,Door County
550291008005,124190,WI,Door County
550791705002,6697,WI,Milwaukee County
551010027024,23861,WI,Racine County
551010013025,5731,WI,Racine County
551151004002,21351,WI,Shawano County
550710005002,10622,WI,Manitowoc County
550710004001,9890,WI,Manitowoc County
551010017023,11238,WI,Racine County
551332012032,22273,WI,Waukesha County
550730002001,8397,WI,Marathon County
550710006005,78977,WI,Manitowoc County
550790002021,10615,WI,Milwaukee County
550710103001,31764,WI,Manitowoc County
550790005011,21628,WI,Milwaukee County
550019502022,93376,WI,Adams County
550730007003,9116,WI,Marathon County
550790005021,8512,WI,Milwaukee County
550959606001,56641,WI,Polk County
550959603002,49938,WI,Polk County
550790003042,10455,WI,Milwaukee County
551351009001,18029,WI,Waupaca County
550630102013,25854,WI,La Crosse County
550630107002,19667,WI,La Crosse County
550371902002,148508,WI,Florence County
550090205042,7113,WI,Brown County
550896302022,22321,WI,Ozaukee County
550090207043,7051,WI,Brown County
550896401002,16369,WI,Ozaukee County
550896503003,16237,WI,Ozaukee County
550590010001,10265,WI,Kenosha County
550590017002,6701,WI,Kenosha County
550590020001,10431,WI,Kenosha County
550250115042,42539,WI,Dane County
550250125011,16256,WI,Dane County
550250014031,12479,WI,Dane County
550790215002,7571,WI,Milwaukee County
550790085002,4647,WI,Milwaukee County
550790053002,6101,WI,Milwaukee County
550790602002,19699,WI,Milwaukee County
550710106002,101164,WI,Manitowoc County
550250004053,8249,WI,Dane County
550710052003,8051,WI,Manitowoc County
550710054003,18112,WI,Manitowoc County
550899900000,740384,WI,Ozaukee County
550390413002,56491,WI,Fond du Lac County
550350008021,102831,WI,Eau Claire County
550150201004,17046,WI,Calumet County
550390405002,9904,WI,Fond du Lac County
550390402002,6624,WI,Fond du Lac County
550390408005,4281,WI,Fond du Lac County
550390414001,84692,WI,Fond du Lac County
550390419007,30802,WI,Fond du Lac County
550090207033,38963,WI,Brown County
550090016002,7609,WI,Brown County
550390419004,72744,WI,Fond du Lac County
550390421002,21909,WI,Fond du Lac County
550859710022,166038,WI,Oneida County
550859701013,169252,WI,Oneida County
550896302021,36073,WI,Ozaukee County
551270003013,27305,WI,Walworth County
551050012023,103901,WI,Rock County
551050021001,7503,WI,Rock County
550150203042,9094,WI,Calumet County
551270015022,33608,WI,Walworth County
551050012012,14551,WI,Rock County
550790208004,8931,WI,Milwaukee County
550350017002,9869,WI,Eau Claire County
550390407003,61056,WI,Fond du Lac County
550859710012,210090,WI,Oneida County
550390403002,22451,WI,Fond du Lac County
550791851002,10240,WI,Milwaukee County
550390419003,73010,WI,Fond du Lac County
550390405004,5847,WI,Fond du Lac County
550859710023,136223,WI,Oneida County
550859709002,210560,WI,Oneida County
550859701023,147514,WI,Oneida County
551110010013,29909,WI,Sauk County
551332015032,8692,WI,Waukesha County
551270007012,40557,WI,Walworth County
550630001002,12748,WI,La Crosse County
551314401061,25341,WI,Washington County
551314001041,15248,WI,Washington County
551050023002,6778,WI,Rock County
551050012013,14312,WI,Rock County
551010015051,11152,WI,Racine County
550219712003,72108,WI,Columbia County
550789401021,78750,WI,Menominee County
551270009014,49537,WI,Walworth County
551270015024,25592,WI,Walworth County
550859708002,78633,WI,Oneida County
550791854002,6659,WI,Milwaukee County
551270009012,16910,WI,Walworth County
551314501062,22159,WI,Washington County
551314201051,14132,WI,Washington County
551270016022,46488,WI,Walworth County
551314501042,16677,WI,Washington County
551314702041,15601,WI,Washington County
550979603004,16301,WI,Portage County
551314501031,22525,WI,Washington County
550250011012,47286,WI,Dane County
551332017034,11173,WI,Waukesha County
551410113003,23291,WI,Wood County
551410111004,25947,WI,Wood County
551332029014,11657,WI,Waukesha County
550250107021,43735,WI,Dane County
550250111025,10594,WI,Dane County
550250133023,86409,WI,Dane County
551332044002,17519,WI,Waukesha County
551332043021,21174,WI,Waukesha County
551332002011,11557,WI,Waukesha County
551010019001,67863,WI,Racine County
550630001004,67610,WI,La Crosse County
550791855002,6094,WI,Milwaukee County
550630105002,8692,WI,La Crosse County
550219711001,73432,WI,Columbia County
550439608003,126877,WI,Grant County
550439604001,101449,WI,Grant County
550219701004,36395,WI,Columbia County
550439603002,75375,WI,Grant County
550439601003,61980,WI,Grant County
550979612001,130145,WI,Portage County
550979612002,23292,WI,Portage County
550390416005,28807,WI,Fond du Lac County
550219708003,33173,WI,Columbia County
550219706001,183977,WI,Columbia County
550390418002,73526,WI,Fond du Lac County
551050033003,70409,WI,Rock County
550390418003,27025,WI,Fond du Lac County
550390418004,24643,WI,Fond du Lac County
550390421003,41182,WI,Fond du Lac County
550790181001,10979,WI,Milwaukee County
550791866001,27964,WI,Milwaukee County
550390403004,26338,WI,Fond du Lac County
550039503002,19517,WI,Ashland County
550039504002,92157,WI,Ashland County
551010014006,4585,WI,Racine County
550870101001,10388,WI,Outagamie County
550791602031,51872,WI,Milwaukee County
550350009001,25574,WI,Eau Claire County
551390007002,17743,WI,Winnebago County
550859706011,43556,WI,Oneida County
550859715003,72618,WI,Oneida County
550870111023,35421,WI,Outagamie County
550050004005,61655,WI,Barron County
550870125031,30530,WI,Outagamie County
550870120004,7627,WI,Outagamie County
550791001001,7191,WI,Milwaukee County
550870126012,17828,WI,Outagamie County
551299505002,110315,WI,Washburn County
551299501002,148751,WI,Washburn County
550630002003,19266,WI,La Crosse County
551299503003,83364,WI,Washburn County
551379603001,71028,WI,Waushara County
550790001014,11191,WI,Milwaukee County
550790034004,8126,WI,Milwaukee County
550791707002,9299,WI,Milwaukee County
551010003002,7928,WI,Racine County
551390037025,21122,WI,Winnebago County
550390410003,8148,WI,Fond du Lac County
550050005003,81125,WI,Barron County
551010017032,16833,WI,Racine County
550870101002,6515,WI,Outagamie County
550630002002,15221,WI,La Crosse County
550870116003,11682,WI,Outagamie County
551199603001,68423,WI,Taylor County
551199606001,37269,WI,Taylor County
551199603002,55393,WI,Taylor County
551010007003,5641,WI,Racine County
550050006005,18036,WI,Barron County
551010009031,6627,WI,Racine County
551010009044,9005,WI,Racine County
550050001001,82497,WI,Barron County
550050009001,41501,WI,Barron County
550050010023,61172,WI,Barron County
551079604002,70412,WI,Rusk County
550279607001,14895,WI,Dodge County
551010013013,4589,WI,Racine County
551010013024,4416,WI,Racine County
551010016014,19590,WI,Racine County
551010017061,9545,WI,Racine County
551410109005,53386,WI,Wood County
551410103003,19377,WI,Wood County
550791001003,6940,WI,Milwaukee County
550350005012,8006,WI,Eau Claire County
550819504004,34094,WI,Monroe County
551410102003,48404,WI,Wood County
551410103002,35778,WI,Wood County
551091206005,33818,WI,St. Croix County
551091210002,84524,WI,St. Croix County
551091204002,35565,WI,St. Croix County
551091209041,95696,WI,St. Croix County
550039507003,145778,WI,Ashland County
550819503004,47872,WI,Monroe County
550730011032,9514,WI,Marathon County
550471002003,21152,WI,Green Lake County
551039703002,33712,WI,Richland County
551010006002,3296,WI,Racine County
551010007002,5125,WI,Racine County
550870124001,32116,WI,Outagamie County
551010015012,13199,WI,Racine County
551010015022,8436,WI,Racine County
550759611004,12596,WI,Marinette County
550870129022,22557,WI,Outagamie County
550630006001,24863,WI,La Crosse County
551010028002,19452,WI,Racine County
551010028003,23687,WI,Racine County
550630007002,8327,WI,La Crosse County
550790071002,5848,WI,Milwaukee County
550350007001,5588,WI,Eau Claire County
550630010001,11417,WI,La Crosse County
550630008003,8722,WI,La Crosse County
551010005005,5885,WI,Racine County
551010014008,5374,WI,Racine County
550791602022,8420,WI,Milwaukee County
551010027023,26002,WI,Racine County
550699606001,64188,WI,Lincoln County
551010010031,4135,WI,Racine County
551010027012,21818,WI,Racine County
551010010032,3341,WI,Racine County
551010016021,10744,WI,Racine County
551010009043,10511,WI,Racine County
550471004004,59861,WI,Green Lake County
550471003003,67402,WI,Green Lake County
550471002002,25614,WI,Green Lake County
550471004003,53970,WI,Green Lake County
550471005003,41433,WI,Green Lake County
550471001002,28901,WI,Green Lake County
550471003002,70811,WI,Green Lake County
551110003004,36547,WI,Sauk County
551110006002,41976,WI,Sauk County
550870127003,23265,WI,Outagamie County
550870106013,6422,WI,Outagamie County
550870119002,33294,WI,Outagamie County
550870131001,23465,WI,Outagamie County
550870102005,8644,WI,Outagamie County
550870114001,32830,WI,Outagamie County
550870105003,5296,WI,Outagamie County
550870105004,7044,WI,Outagamie County
550870106012,8820,WI,Outagamie County
550571004003,252389,WI,Juneau County
550571005002,37998,WI,Juneau County
550571005004,31161,WI,Juneau County
550571005003,217606,WI,Juneau County
551091206002,17543,WI,St. Croix County
550870110002,11542,WI,Outagamie County
550870110006,7790,WI,Outagamie County
550571006003,49160,WI,Juneau County
551010003003,8083,WI,Racine County
551010026004,32535,WI,Racine County
