id,long,lat,distance
30629906674,-121.841673,46.794413,3015
30629905494,-121.841592,46.793786,3030.928076
30629904134,-121.842545,46.794555,2955
31471257545,-121.842512,46.794841,2955.038071
31433968756,-121.841828,46.795047,3015.335802
31471254375,-121.841828,46.795047,3015.335802
31433967786,-121.841828,46.795047,3015.335802
31100060190,-121.841489,46.795116,3030.33414
31433967036,-121.841287,46.794844,3045.036946
31100058170,-121.841598,46.795752,3032.375307
31100056000,-121.844062,46.798477,2865.942253
31433965296,-121.844062,46.798477,2865.942253
31100051730,-121.8454,46.804127,2924.961538
31355717011,-121.848037,46.804658,2767.367883
31471230685,-121.848037,46.804658,2767.367883
31325131512,-121.848006,46.804791,2773.418468
31355709511,-121.848281,46.804788,2759.714659
31355707091,-121.84842,46.804544,2733.870882
31325122612,-121.84842,46.804544,2733.870882
31355702261,-121.848267,46.8056,2797.610588
30629870824,-121.841039,46.814763,3801.427364
30629869134,-121.841384,46.815497,3822.057692
30629867064,-121.84127,46.815644,3831.142127
30629864984,-121.84127,46.815644,3831.142127
30629858914,-121.839417,46.820852,4241.89816
30629857144,-121.840567,46.821827,4194.880809
30629855534,-121.840567,46.821827,4194.880809
30629854004,-121.840567,46.821827,4194.880809
31355679641,-121.840217,46.82175,4217.321425
30629851754,-121.840217,46.82175,4217.321425
31355676681,-121.840217,46.82175,4217.321425
31433941186,-121.840739,46.821813,4180.93889
31355673041,-121.840739,46.821813,4180.93889
31325102302,-121.840331,46.821761,4203.346881
31325099912,-121.840328,46.821716,4203.346881
31355663671,-121.840323,46.821613,4197.910194
31325097692,-121.840237,46.821644,4217.321425
31355659851,-121.840284,46.821561,4197.910194
31325094882,-121.840284,46.821561,4197.910194
31355655731,-121.840389,46.821622,4197.910194
31325092672,-121.840389,46.821622,4197.910194
31325090492,-121.840275,46.821477,4206.530637
31100000600,-121.840387,46.821738,4203.346881
31433919286,-121.840387,46.821738,4203.346881
31099997340,-121.840514,46.821277,4173.155281
31099993970,-121.840417,46.821044,4176.631418
31099991660,-121.840609,46.821094,4167.841168
31099988600,-121.841575,46.821177,4097.746332
31433902486,-121.84347,46.820347,3925.56047
31099983920,-121.84347,46.820347,3925.56047
31433898536,-121.84347,46.820347,3925.56047
31099980570,-121.8464,46.820222,3710.218996
30662993263,-121.846195,46.820377,3729.695028
