id,long,lat,distance
33600277878,-121.16752,36.48305,33.54101966
40510638113,-121.168342,36.483027,30
40510637093,-121.168617,36.482772,45
46753452864,-121.167848,36.482905,33.54101966
47370133911,-121.166142,36.484831,15
47317291342,-121.166142,36.484831,15
46657861321,-121.168295,36.483177,0
45798184932,-121.157234,36.480602,80.77747211
30907941257,-121.166037,36.484902,15
45122689134,-121.166159,36.484619,42.42640687
31976211358,-121.166162,36.484636,42.42640687
30907937217,-121.166178,36.484577,42.42640687
45798111412,-121.16602,36.484908,15
44030740260,-121.16167,36.482958,0
31976208088,-121.16167,36.482958,0
44934435395,-121.161637,36.483005,0
45122680414,-121.161637,36.483005,0
45798105072,-121.161637,36.483005,0
31976202758,-121.161117,36.482408,0
45122674014,-121.161117,36.482411,0
44934428305,-121.159484,36.480977,33.54101966
45122671044,-121.159392,36.480847,33.54101966
44934426565,-121.157434,36.480291,100.623059
31976198798,-121.159381,36.48085,33.54101966
45847210681,-121.159381,36.48085,33.54101966
44030727500,-121.157287,36.480347,87.46427842
44030727460,-121.157401,36.480297,100.623059
45122664174,-121.157264,36.480352,94.86832981
45122664154,-121.155617,36.483175,0
45742860111,-121.17057,36.483919,75
43979284492,-121.152655,36.486272,189.7366596
41498152265,-121.156336,36.481182,75
41498151915,-121.155821,36.481458,100.623059
41977388301,-121.162056,36.482277,67.08203932
41023481354,-121.17215,36.483088,42.42640687
40770146815,-121.162161,36.482743,42.42640687
41590787612,-121.154168,36.486194,67.08203932
40920156254,-121.154168,36.486194,67.08203932
26680490527,-121.159651,36.481225,21.21320344
28329771379,-121.156862,36.480644,84.85281374
36480736634,-121.167222,36.485277,21.21320344
37318164665,-121.165833,36.484444,42.42640687
37318160245,-121.165833,36.484444,42.42640687
37318153665,-121.165,36.483888,54.08326913
36898954780,-121.165,36.483888,54.08326913
37105643936,-121.165123,36.483983,54.08326913
36482574433,-121.165277,36.484166,33.54101966
37274521625,-121.165277,36.484166,33.54101966
37105611116,-121.165555,36.484166,54.08326913
36459155044,-121.166111,36.484444,47.4341649
37131365831,-121.166111,36.484444,47.4341649
37297113645,-121.166944,36.484722,47.4341649
37101860382,-121.166944,36.484722,47.4341649
36459322603,-121.1675,36.485277,33.54101966
36459318813,-121.167491,36.485253,33.54101966
36875506780,-121.167222,36.485277,21.21320344
36416442434,-121.167222,36.485277,21.21320344
35082246282,-121.168189,36.482933,30
34060482594,-121.162108,36.483166,0
34232359965,-121.162247,36.482381,63.63961031
34232346095,-121.162215,36.482338,75
33909530621,-121.166331,36.485044,15
33654254150,-121.167007,36.485173,30
33196354814,-121.167007,36.485173,30
33196351004,-121.172908,36.48362,15
33196347324,-121.172908,36.48362,15
33196345984,-121.172908,36.48362,15
33881952052,-121.172908,36.48362,15
33881950962,-121.172908,36.48362,15
33881948662,-121.172908,36.48362,15
33881946972,-121.172908,36.48362,15
33881945632,-121.172908,36.48362,15
33881944292,-121.172908,36.48362,15
33227034233,-121.172908,36.48362,15
33227032503,-121.172908,36.48362,15
33227031273,-121.172908,36.48362,15
33613958300,-121.149179,36.475342,986.4709828
33613952340,-121.149179,36.475342,986.4709828
29566389173,-121.153895,36.485563,120
26972751921,-121.155809,36.474727,725.7582242
