id,long,lat,distance
6118415391,-118.674702,37.185305,6320.626947
6118958750,-118.670024,37.188907,5738.90669
6118958042,-118.668994,37.189706,5611.88471
6118957420,-118.668994,37.189706,5611.88471
6118412499,-118.668994,37.189706,5611.88471
6118412063,-118.668233,37.189911,5561.117244
6118411471,-118.667648,37.190305,5487.827439
6118410863,-118.667648,37.190305,5487.827439
6118949344,-118.667648,37.190305,5487.827439
6118945622,-118.667648,37.190305,5487.827439
6118945034,-118.667648,37.190305,5487.827439
6118400015,-118.667648,37.190305,5487.827439
6118944254,-118.667648,37.190305,5487.827439
6118399365,-118.667648,37.190305,5487.827439
6095341078,-118.670829,37.111974,11275.22173
5427006763,-118.699206,37.134743,12138.14236
5426996144,-118.8325,37.224833,18227.72202
5426392043,-118.8325,37.224833,18227.72202
5166817387,-118.686332,37.158264,9327.732844
5077539380,-118.69088,37.161245,9297.495631
5001212279,-118.667526,37.190361,5478.040252
5001195339,-118.667526,37.190361,5478.040252
5000363330,-118.699271,37.173358,8785.954701
4944374294,-118.667526,37.190361,5478.040252
4944373978,-118.667526,37.190361,5478.040252
4943789513,-118.667488,37.190388,5466.671748
4944373498,-118.667595,37.190308,5487.827439
4944373150,-118.667595,37.190308,5487.827439
4943788485,-118.667519,37.190289,5478.040252
4943788135,-118.667664,37.190392,5476.479252
4944372238,-118.667793,37.190289,5497.638129
4944371302,-118.690323,37.189117,7050.398925
4943786561,-118.690323,37.189117,7050.398925
4944369972,-118.695503,37.177658,8227.56495
4944369666,-118.700424,37.173531,8852.414925
4944369420,-118.700424,37.173531,8852.414925
4943784515,-118.700424,37.173531,8852.414925
4943784207,-118.699608,37.172531,8869.656138
4944368400,-118.700462,37.17355,8852.414925
4944368182,-118.700241,37.173466,8851.626969
4944367220,-118.699593,37.171902,8921.57077
4943782411,-118.699524,37.17271,8859.312897
4943781891,-118.700424,37.171612,8996.42429
4944366212,-118.700424,37.171612,8996.42429
4943781373,-118.700424,37.171612,8996.42429
4943781159,-118.700424,37.171612,8996.42429
4943780595,-118.700424,37.171612,8996.42429
4944364958,-118.700424,37.171612,8996.42429
4943779839,-118.700424,37.171612,8996.42429
4944364138,-118.700424,37.171612,8996.42429
4944363842,-118.700424,37.171612,8996.42429
4944363612,-118.700424,37.171612,8996.42429
4944363410,-118.700424,37.171612,8996.42429
4944363164,-118.700424,37.171612,8996.42429
4943778295,-118.700424,37.171612,8996.42429
4943778085,-118.700424,37.171612,8996.42429
4944362502,-118.700424,37.171612,8996.42429
4944362262,-118.700439,37.17152,9006.809924
4943777489,-118.704308,37.173859,9088.77467
4944361606,-118.704216,37.173866,9088.77467
4943776777,-118.704308,37.173538,9108.557789
4944361162,-118.69194,37.166576,8898.148684
4943776109,-118.691696,37.124718,12200.91185
4944360260,-118.691696,37.124718,12200.91185
4943775369,-118.691696,37.124718,12200.91185
4943775057,-118.691696,37.124718,12200.91185
4943774567,-118.691696,37.124718,12200.91185
4944358524,-118.691696,37.124718,12200.91185
4944358302,-118.691696,37.124718,12200.91185
4944358058,-118.691696,37.124718,12200.91185
4944357628,-118.691696,37.124718,12200.91185
4944357066,-118.690681,37.123753,12162.15133
4943772207,-118.690697,37.123413,12194.59409
4943771737,-118.679611,37.116135,11692.39176
4943771535,-118.679092,37.115982,11661.25315
4943771075,-118.674316,37.110058,11662.25643
4943770845,-118.674316,37.110058,11662.25643
4944355212,-118.674339,37.110046,11662.25643
4944354688,-118.674522,37.106449,11899.45377
4943769905,-118.674507,37.106441,11899.45377
4944354254,-118.671234,37.111752,11316.9309
4944353990,-118.671234,37.111752,11316.9309
4943769219,-118.671074,37.112106,11287.59718
4944353406,-118.671082,37.112148,11279.13228
4943768783,-118.671059,37.112106,11287.59718
4943768557,-118.671028,37.111607,11313.07319
4944352716,-118.671158,37.112125,11291.52337
4943768045,-118.671013,37.112049,11287.59718
4943767747,-118.671013,37.112049,11287.59718
4944351864,-118.671028,37.112057,11287.59718
4944351580,-118.670319,37.112072,11238.13374
4908183489,-118.832834,37.224833,18257.71755
4908183133,-118.832667,37.224666,18242.98495
4906369138,-118.832834,37.224833,18257.71755
4906359746,-118.832667,37.224666,18242.98495
4199222700,-118.670959,37.112008,11287.59718
4199221370,-118.670959,37.112008,11287.59718
4199220394,-118.670959,37.112008,11287.59718
4199219120,-118.695726,37.152113,10366.56283
4198463901,-118.698781,37.174099,8701.7843
4199216802,-118.698781,37.174099,8701.7843
4199215992,-118.698237,37.173736,8700
4199214872,-118.698167,37.173075,8741.487288
4199213440,-118.709039,37.17413,9389.86821
4199209048,-118.789009,37.196077,14792.4643
4198453999,-118.788898,37.196211,14774.33755
4198703258,-118.658998,37.119094,9968.275929
4198701260,-118.660198,37.11833,10097.27315
4197945729,-118.670848,37.11205,11275.22173
4197941835,-118.671042,37.112122,11279.13228
4198694000,-118.671056,37.11213,11279.13228
4197938201,-118.670903,37.111983,11275.22173
4198691158,-118.670903,37.111983,11275.22173
4198686568,-118.670959,37.112008,11287.59718
4197928955,-118.697145,37.128261,12506.80715
4198681158,-118.695951,37.146291,10912.51804
4197924877,-118.695726,37.152113,10366.56283
4197922801,-118.69402,37.157355,9807.132608
4197920437,-118.692823,37.158663,9624.168795
4197918501,-118.692109,37.160388,9432.841566
4198671216,-118.691642,37.160505,9393.521704
4197914971,-118.692795,37.170061,8654.272066
4198666876,-118.693267,37.170777,8618.436633
4197910481,-118.698781,37.174099,8701.7843
4198663380,-118.698237,37.173736,8700
4197908121,-118.698237,37.173736,8700
4198660284,-118.698267,37.173755,8689.661961
4198658816,-118.698267,37.173755,8689.661961
4197902711,-118.698167,37.173075,8741.487288
4198653916,-118.734375,37.185141,10619.12073
4198651832,-118.734342,37.185127,10619.12073
4197895567,-118.743109,37.187661,11207.03797
4197891477,-118.784184,37.194794,14407.63079
4198642748,-118.789009,37.196077,14792.4643
4198641060,-118.788898,37.196211,14774.33755
4198638712,-118.794639,37.192994,15356.73305
4197882543,-118.810123,37.208108,16375.08855
4198634750,-118.82507,37.218113,17597.25689
4197877681,-118.832992,37.225297,18271.99496
4198630132,-118.833006,37.225305,18271.77947
4150948943,-118.742984,37.187808,11187.32542
4150948157,-118.742395,37.187705,11151.97292
4092163754,-118.729602,36.936043,14177.42043
4091398485,-118.733357,36.934431,13946.30596
3967670099,-118.695462,37.152941,10272.80999
3968392216,-118.67107,37.11515,11096.40144
3968391284,-118.67107,37.11515,11096.40144
3968390968,-118.67107,37.11515,11096.40144
3968384996,-118.669794,37.115244,11000.19659
3967607571,-118.669794,37.115244,11000.19659
3968382706,-118.661189,37.117768,10213.86558
3812601017,-118.729956,37.183074,10376.74805
20715669782,-118.696787,37.173497,8623.956459
20536984498,-118.693628,37.172372,8519.009626
20715660632,-118.693225,37.171027,8607.451713
20715659472,-118.693225,37.171027,8607.451713
20715657952,-118.693225,37.171027,8607.451713
20536974008,-118.693225,37.171027,8607.451713
20538202459,-118.693225,37.171027,8607.451713
20715647202,-118.693225,37.171027,8607.451713
20103984213,-118.692153,37.167788,8805.293862
20538191759,-118.692153,37.167788,8805.293862
20536934560,-118.692153,37.167788,8805.293862
20698699326,-118.690112,37.164261,8991.045545
20724929025,-118.690112,37.164261,8991.045545
20536948358,-118.690112,37.164261,8991.045545
20715624012,-118.690112,37.164261,8991.045545
20102343614,-118.691262,37.160722,9363.376795
20538170949,-118.691262,37.160722,9363.376795
20538168959,-118.691262,37.160722,9363.376795
20538163539,-118.691262,37.160722,9363.376795
20698671866,-118.691262,37.160722,9363.376795
20103943593,-118.694787,37.173094,8527.813319
20536899550,-118.695145,37.152175,10328.0746
20724898685,-118.695145,37.152175,10328.0746
20715599912,-118.695145,37.152175,10328.0746
20103939833,-118.695145,37.152175,10328.0746
20715593812,-118.695145,37.152175,10328.0746
20536891180,-118.695145,37.152175,10328.0746
20536915138,-118.695145,37.152175,10328.0746
20536888450,-118.695145,37.152175,10328.0746
20731743461,-118.695145,37.152175,10328.0746
20538137929,-118.695145,37.152175,10328.0746
20698638586,-118.695145,37.152175,10328.0746
20103909313,-118.695145,37.152175,10328.0746
20715565712,-118.695145,37.152175,10328.0746
20538117729,-118.694787,37.173094,8527.813319
20536883888,-118.697342,37.128588,12509.83813
20102281524,-118.697334,37.128563,12509.83813
20103896343,-118.696167,37.128058,12434.16764
20724848655,-118.694778,37.127441,12345.32806
20103888213,-118.694725,37.127286,12337.12385
20102266514,-118.671014,37.112125,11279.13228
20715539422,-118.671012,37.112061,11287.59718
20715538162,-118.671012,37.112052,11287.59718
20103874723,-118.671012,37.112052,11287.59718
20538076519,-118.671012,37.112052,11287.59718
20731677911,-118.671012,37.112052,11287.59718
20731676821,-118.671012,37.112052,11287.59718
20715518142,-118.671012,37.112052,11287.59718
20715508942,-118.671012,37.112052,11287.59718
20698572026,-118.671012,37.112052,11287.59718
20103847503,-118.671012,37.112052,11287.59718
20731656311,-118.671012,37.112052,11287.59718
20538050289,-118.671012,37.112052,11287.59718
20536785000,-118.67102,37.112038,11287.59718
19764688079,-118.669992,37.112061,11213.4406
19943716982,-118.670931,37.112013,11275.22173
19763342080,-118.670937,37.112005,11275.22173
19764676759,-118.67085,37.111969,11283.7095
19330367963,-118.670876,37.111969,11283.7095
19764668479,-118.696939,37.130127,12417.48163
19330360973,-118.699295,37.133205,12286.54752
19764661759,-118.69227,37.167988,8792.46979
19764658709,-118.695439,37.173602,8538.373674
19951333575,-118.70027,37.172236,8944.139142
19330335693,-118.725053,37.181613,10079.30801
19764636169,-118.734117,37.184958,10619.08894
19330325423,-118.734856,37.18578,10626.40697
19943664062,-118.741509,37.187605,11075.4966
19328655274,-118.741509,37.187605,11075.4966
19330314993,-118.741509,37.187605,11075.4966
19330305713,-118.769464,37.193444,13192.15676
19956446591,-118.780989,37.197041,14068.28081
19763246098,-118.781712,37.195702,14163.40796
19925038616,-118.78177,37.196238,14163.00286
19763258280,-118.800925,37.202936,15662.42079
19234110570,-118.695795,37.127911,12411.8814
18801072993,-118.671089,37.112105,11287.59718
19234110048,-118.670937,37.111947,11283.7095
19234062690,-118.670884,37.112044,11275.22173
19234870779,-118.774912,37.195152,13599.27664
19142723058,-118.663531,37.11485,10565.63415
18709680583,-118.665312,37.114052,10740.13617
18709679823,-118.668742,37.111994,11114.92915
19334226451,-118.668837,37.112386,11101.4999
19142666088,-118.668842,37.112377,11110.05963
18709629753,-118.671089,37.112125,11279.13228
19142606600,-118.671089,37.112125,11279.13228
19142613428,-118.671028,37.111955,11296.07565
19334170071,-118.671009,37.111963,11296.07565
19142541070,-118.671009,37.11195,11296.07565
18707640184,-118.670906,37.111991,11275.22173
19142504820,-118.670459,37.111972,11258.9964
19304026516,-118.670467,37.111969,11258.9964
18709437943,-118.69277,37.126161,12237.10444
19143879219,-118.69587,37.128016,12406.30586
19303931126,-118.69587,37.128013,12406.30586
19303923846,-118.697856,37.139241,11655.19305
19333948231,-118.696295,37.144527,11091.24993
19323910872,-118.695939,37.1464,10900.0883
19303862256,-118.695937,37.146433,10900.0883
18709341363,-118.695595,37.15353,10233.32058
18707404184,-118.695364,37.155072,10083.00179
18707403594,-118.695428,37.154933,10104.00045
18707331524,-118.692234,37.167775,8815.113442
19142208380,-118.693306,37.170505,8640.442697
