FID,FID_1,OBJECTID,Cession_Da,Nation_Cor,LinkRoyce,LinkKapple,Year_value,Square_Mil
249,249,250,-4138819200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/772/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0519.htm,1838,12.704801691200000
250,250,251,-4138819200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/774/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0519.htm,1838,16.204100246500001
251,251,252,-4138819200000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/774/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0519.htm,1838,19.025280014000000
252,252,253,-4112812800000.000000000000000,Stockbridge Munsee,https://archive.org/stream/annualreportofbu218smit#page/774/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/new0502.htm,1839,77.809479743599994
253,253,254,-4073760000000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/774/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/new0502.htm,1840,1341.524356460000000
254,254,255,-4600800000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/776/mode/2up, ,1824,304.994478023999990
255,255,256,-4600800000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/776/mode/2up, ,1824,9.407117829300001
256,256,257,-4015440000000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/776/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0542.htm,1842,34132.667758199997000
257,257,258,-4014835200000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/778/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0546.htm,1842,33437.702199599997000
258,258,259,-3977769600000.000000000000000,Delaware and Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/778/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del1048.htm,1843,76.550175972999995
259,259,260,-3911932800000.000000000000000,Kaw,https://archive.org/stream/annualreportofbu218smit#page/778/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kan0552.htm,1846,14766.662233100000000
260,260,261,-4025894400000.000000000000000,"Potawatomi, Chippewa, and Ottawa",https://archive.org/stream/annualreportofbu218smit#page/778/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0542.htm,1842,20729.664444999999000
261,261,262,-4025894400000.000000000000000,"Potawatomi, Chippewa, and Ottawa",https://archive.org/stream/annualreportofbu218smit#page/778/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0542.htm,1842,2322.997751649999800
262,262,263,-3888432000000.000000000000000,Winnebago,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/win0565.htm,1846,6476.476356420000200
263,263,264,-3863116800000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0567.htm,1847,3503.203554839999900
264,264,265,-3861475200000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pil0569.htm,1847,2544.915769100000000
265,265,266,-3831148800000.000000000000000,Pawnee,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/paw0571.htm,1848,478.576385534000000
266,266,267,-3824841600000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0572.htm,1848,7792.693332130000300
267,267,268,-3821644800000.000000000000000,Stockbridge,https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sto0574.htm,1848,74.216150961500006
268,268,269,-3748636800000.000000000000000,"Siyante, Potoyanti, Coconoon, Apangasse, Aplache, and Awallache",https://archive.org/stream/annualreportofbu218smit#page/780/mode/2up, ,1851,6329.767773569999900
269,269,270,-3742416000000.000000000000000,"Koyate, Wolasi, Newchowwe, Wacksache, Palwisha, Pokenwell, and Yawilchine",https://archive.org/stream/annualreportofbu218smit#page/782/mode/2up, ,1851,27115.765552900000000
270,270,271,-3742588800000.000000000000000,"Ionohumne, Wechilla, Sucaah, Cotoplanenee, Chappahsim, and Sagewomnee",https://archive.org/stream/annualreportofbu218smit#page/782/mode/2up, ,1851,9257.267737790000000
271,271,272,-3742070400000.000000000000000,"Chunute, Wowol, Yolumne, and Coyetie",https://archive.org/stream/annualreportofbu218smit#page/782/mode/2up, ,1851,16191.603789800000000
272,272,273,-3741465600000.000000000000000,"Castake, Tejon, San Imiri, Uva, Carise, Buena Vista, Senahuow, Holoclame, Sohonut, Tocia, and Holmiuk",https://archive.org/stream/annualreportofbu218smit#page/782/mode/2up, ,1851,20997.372269899999000
273,273,274,-3738182400000.000000000000000,"Daspia, Yamado, Yollamer, Waidepacan, Onopoma, Moneda, Wannuck, Nemshaw, Benopi, and Yacumna",https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up, ,1851,4362.765303809999800
274,274,275,-3737750400000.000000000000000,Sisseton-Wahpeton Oyate,https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sio0588.htm,1851,72292.782351700007000
275,275,276,-3736972800000.000000000000000,"Mechoopda Maidu, Eskiun, Hololupi, Toto, Sunu, Cheno, Batsi, Yutduc, and Semsawa",https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up, ,1851,8929.366688800000700
276,276,277,-3736627200000.000000000000000,"Sac and Fox, Mdewakanton Sioux, Wahpekuta, Sisseton-Wahpeton Oyate, Omaha, Iowa, Otoe-Missouria",https://archive.org/stream/annualreportofbu218smit#page/726/mode/2up/search/292,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sio0591.htm,1851,969.775637751999970
277,277,278,-3735676800000.000000000000000,"Noemanoema, Ylacca, and Noimenoime",https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up, ,1851,15015.001477399999000
278,278,279,-3735331200000.000000000000000,"Calanapo, Habinapo, Danohabo, Moalkai, Checom, Howkuma, Chanelkai, and Medamarec",https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up, ,1851,5629.235362450000100
279,279,280,-3735158400000.000000000000000,"Sainell, Ykias, Massutakaya, and Pomo",https://archive.org/stream/annualreportofbu218smit#page/784/mode/2up, ,1851,12170.639876300000000
280,280,281,-3733603200000.000000000000000,"Colu, Willay, Cohama, Tatnah, Cha, Docduc, Chametko, and Tocde",https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up, ,1851,8298.406176669999700
281,281,282,-3732912000000.000000000000000,Assiniboine,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sio0594.htm,1851,22162.336650900001000
282,282,283,-3732825600000.000000000000000,"Culee, Yasee, Loclumne, and Wopumne",https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up, ,1851,4757.825504030000000
283,283,284,-3731270400000.000000000000000,"Lower Klamath, Upper Klamath, and Hoopa or Trinity River",https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up, ,1851,12139.394212600000000
284,284,285,-3728764800000.000000000000000,"Odeilah or Upper Klamath, Ikaruck, Kosetah, and Idakariwakaha or Shasta Valley Indians, Watsahewa and Eeh or Scotts Valley Indians",https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up, ,1851,8300.342293309999100
285,285,286,-3723408000000.000000000000000,"San Luis Rey, Kahwea, and Cocomcahra",https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up, ,1852,9128.360505599999700
286,286,287,-3723235200000.000000000000000,Diegueño or Kumeyaay,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up, ,1852,6031.419013560000200
287,287,288,-3671136000000.000000000000000,"Tejon, Castake, San Imirio",https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up, ,1853,189.661492227999990
288,288,289,-3670358400000.000000000000000,Rogue River Indians,https://archive.org/stream/annualreportofbu218smit#page/788/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/rog0603.htm,1853,6035.570821749999600
289,289,290,-3669580800000.000000000000000,Umpqua (Cow Creek band),https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ump0606.htm,1853,1168.136263580000100
290,290,291,-3654288000000.000000000000000,Otoe-Missouria,https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/oto0608.htm,1854,5369.086920400000100
291,291,292,-3654201600000.000000000000000,Omaha,https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/oma0611.htm,1854,13912.288302200001000
292,292,293,-3649795200000.000000000000000,Delaware,https://archive.org/stream/annualreportofbu218smit#page/790/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0614.htm,1854,5051.636666100000200
293,293,294,-3649795200000.000000000000000,Delaware,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0614.htm,1854,2.350332186200000
294,294,295,-3649449600000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0618.htm,1854,2991.788790149999800
295,295,296,-3649449600000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0618.htm,1854,1007.788353400000000
296,296,297,-3649449600000.000000000000000,Shawnee,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sha0618.htm,1854,101.893179432000000
297,297,298,-3649276800000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0626.htm,1854,2544.915769100000000
298,298,299,-3649276800000.000000000000000,Menominee,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/men0626.htm,1854,667.404747035000010
299,299,300,-3648844800000.000000000000000,Iowa,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/iow0628.htm,1854,205.975058622000010
300,300,301,-3648758400000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0631.htm,1854,307.469256420000020
301,301,302,-3648758400000.000000000000000,Kickapoo,https://archive.org/stream/annualreportofbu218smit#page/792/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kic0634.htm,1854,1312.091851769999900
302,302,303,-3650054400000.000000000000000,"Kaskaskia, Peoria, Piankishaw, and Wea",https://archive.org/stream/annualreportofbu218smit#page/794/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kas0636.htm,1854,645.991052982000040
303,303,304,-3650054400000.000000000000000,"Kaskaskia, Peoria, Piankishaw, and Wea",https://archive.org/stream/annualreportofbu218smit#page/794/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kas0636.htm,1854,28.498436543800000
