SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
North Star Acad,Barron Area,High School,9,12,Public Schools-Multidistrict Charters,Alternative,Charter,N/A,,11,0,308,9410,3089410,5500870,N/A,0,0,Report received,95
North Star Acad,Cameron,High School,9,12,Public school,Alternative,Charter,700 S 1st St  Cameron WI  54822,Barron,11,71743,903,9410,9039410,5502130,2500,45.403184,-91.737642,Report received,95
North Star Acad,Chetek-Weyerhaeuser Area,High School,9,12,Public Schools-Multidistrict Charters,Alternative,Charter,N/A,,11,0,1080,9410,10809410,5500061,N/A,0,0,Report received,95
North Star Acad,Turtle Lake,High School,9,12,Public Schools-Multidistrict Charters,Alternative,Charter,N/A,,11,0,5810,9410,58109410,5515060,N/A,0,0,Report received,95
Northern Hills Elementary ,Onalaska,Elementary School,K4,5,Public school,Regular,No,910 East Ave N  Onalaska WI  54650-2299,La Crosse,4,14786,4095,30,40950030,5511010,1446,43.895634,-91.234391,Report received,95
Northern Lakes Regional (NLRA),Rice Lake Area,High School,9,12,Public school,Regular,Charter,33 Ann St  Rice Lake WI  54868,Barron,11,734,4802,450,48020450,5512810,2932,45.498021,-91.735236,Report received,95
Northern Lights Elementary ,Superior,Elementary School,K4,5,Public school,Regular,No,1201 N 28th St  Superior WI  54880,Douglas,12,71850,5663,115,56630115,5514670,2539,46.70632,-92.096225,Report received,95
NorthStar Community Charter,Northwood,Combined Elementary/Secondary School,4,8,Public school,Regular,Charter,N14463 Highway 53  Minong WI  54859-9483,Washburn,12,648,3654,200,36540200,5509720,2877,46.099119,-91.819477,Report received,95
Northwestern High School,Maple,High School,9,12,Public school,Regular,No,4751 S County Road F  Maple WI  54854,Douglas,12,16782,3297,160,32970160,5508640,987,46.652638,-91.733798,Report received,95
Northwestern Middle School ,Maple,Middle School,6,8,Public school,Regular,No,10523 E US Highway 2  Poplar WI  54864,Douglas,12,16815,3297,170,32970170,5508640,988,46.58267,-91.756318,Report received,95
Northwood Elementary ,Northwood,Elementary School,K4,5,Public school,Regular,Charter,N14463 Highway 53  Minong WI  54859-9483,Washburn,12,950,3654,100,36540100,5509720,3015,46.099119,-91.819477,Report received,95
Northwood High School/Mid,Northwood,High School,6,12,Public school,Regular,Charter,N14463 Highway 53  Minong WI  54859-9483,Washburn,12,755,3654,410,36540410,5509720,2934,46.099119,-91.819477,Report received,95
Norwalk-Ontario-Wilton Elementary ,Norwalk-Ontario-Wilton,Elementary School,K4,6,Public school,Regular,No,28861 Highway 131 N  Ontario WI  54651,Monroe,4,14843,3990,50,39900050,5510770,683,43.777495,-90.55241,Report received,95
Nuestro Mundo,Madison Metropolitan,Elementary School,KG,5,Public school,Regular,Charter,902 Nichols Rd  Monona WI  53716-2565,Dane,2,72806,3269,125,32690125,5508520,3356,43.062365,-89.3393,Report received,95
O Brown Elementary ,Racine Unified,Elementary School,K4,5,Public school,Regular,No,2115 5 1/2 Mile Rd  Racine WI  53402-1501,Racine,1,5703,4620,112,46200112,5512360,1605,42.806257,-87.803361,Report received,95
Oakfield Elementary ,Oakfield,Elementary School,K4,5,Public school,Regular,No,200 White St  Oakfield WI  53065,Fond du Lac,6,1769,4025,30,40250030,5510860,1414,43.683509,-88.542194,Report received,95
Oakwood Elementary ,Oshkosh Area,Elementary School,K4,5,Public school,Regular,No,1225 N Oakwood Rd  Oshkosh WI  54904-8456,Winnebago,6,72508,4179,185,41790185,5511190,3340,44.033394,-88.603073,Report received,95
Oconto Elementary ,Oconto Unified,Elementary School,K4,4,Public school,Regular,No,810 Scherer Ave  Oconto WI  54153-1110,Oconto,8,10969,4067,160,40670160,5510920,1429,44.878624,-87.872984,Report received,95
Oconto Falls High School,Oconto Falls Public,High School,9,12,Public school,Regular,No,210 N Farm Rd  Oconto Falls WI  54154,Oconto,8,11004,4074,200,40740200,5510950,1435,44.871403,-88.130144,Report received,95
Odyssey-Magellan,Appleton Area,Elementary School,3,8,Public school,Regular,No,2037 N Elinor St  Appleton WI  54914,Outagamie,6,71200,147,210,1470210,5500390,2277,44.281362,-88.427868,Report received,95
Olson Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,801 Redan Dr  Verona WI  53593-7862,Dane,2,400,3269,140,32690140,5508520,2775,43.042701,-89.545703,Report received,95
Omro Elementary ,Omro,Elementary School,2,5,Public school,Regular,No,1000 N Webster Ave  Omro WI  54963,Winnebago,6,71196,4088,110,40880110,5510980,2261,44.049528,-88.745256,Report received,95
Omro High School,Omro,High School,9,12,Public school,Regular,No,455 Fox Trl  Omro WI  54963-1198,Winnebago,6,18114,4088,60,40880060,5510980,1441,44.045856,-88.739494,Report received,95
Onalaska High School,Onalaska,High School,9,12,Public school,Regular,No,700 Hilltopper Pl  Onalaska WI  54650-3497,La Crosse,4,14787,4095,40,40950040,5511010,1447,43.876521,-91.227448,Report received,95
Oostburg Elementary ,Oostburg,Elementary School,K4,5,Public school,Regular,No,203 N Seventh St  Oostburg WI  53070-1233,Sheboygan,7,1865,4137,60,41370060,5511070,1465,43.624719,-87.79277,Report received,95
Orchard Lane Elementary ,New Berlin,Elementary School,PK,6,Public school,Regular,No,2015 S Sunnyslope Rd  New Berlin WI  53151-2421,Waukesha,1,3478,3925,160,39250160,5510470,1373,43.007069,-88.088858,Report received,95
Oriole Lane Elementary ,Mequon-Thiensville,Elementary School,K4,5,Public school,Regular,No,12850 N Oriole Ln  Mequon WI  53097-2322,Ozaukee,1,2541,3479,100,34790100,5509130,1087,43.2511,-87.933882,Report received,95
Osseo-Fairchild High School,Osseo-Fairchild,High School,9,12,Public school,Regular,No,50851 East St  Osseo WI  54758,Trempealeau,10,15959,4186,80,41860080,5511220,1508,44.580998,-91.216887,Report received,95
Ouisconsing School of Collaboratn,Lodi,Elementary School,3,5,Public school,Regular,Charter,101 School St  Lodi WI  53555,Columbia,5,733,3150,110,31500110,5508190,2915,43.318369,-89.526284,Report received,95
Owen-Withee Elementary ,Owen-Withee,Elementary School,K4,6,Public school,Regular,No,832 W 3rd St  Owen WI  54460,Clark,10,12998,4207,20,42070020,5511310,1509,44.951355,-90.577464,Report received,95
Owen-Withee High School,Owen-Withee,High School,9,12,Public school,Regular,No,832 W 3rd St  Owen WI  54460,Clark,10,13000,4207,60,42070060,5511310,1510,44.951355,-90.577464,Report received,95
Owen-Withee Jr,Owen-Withee,Junior High School,7,8,Public school,Regular,No,832 W 3rd St  Owen WI  54460,Clark,10,12999,4207,40,42070040,5511310,1511,44.951355,-90.577464,Report received,95
P J Jacobs Jr,Stevens Point Area Public,Junior High School,7,9,Public school,Regular,No,2400 Main St  Stevens Point WI  54481-4099,Portage,5,13180,5607,240,56070240,5514490,1877,44.523955,-89.56396,Report received,95
Park Elementary ,Marinette,Elementary School,1,4,Public school,Regular,No,1225 Hockridge St  Marinette WI  54143-2098,Marinette,8,10880,3311,140,33110140,5508700,999,45.095446,-87.649121,Report received,95
Park Elementary ,Middleton-Cross Plains Area,Elementary School,PK,4,Public school,Regular,No,1209 Park St  Cross Plains WI  53528-9628,Dane,2,6295,3549,100,35490100,5509510,1110,43.117094,-89.65886,Report received,95
Park High School,Racine Unified,High School,9,12,Public school,Regular,No,1901 12th St  Racine WI  53403-1600,Racine,1,5756,4620,494,46200494,5512360,1635,42.718721,-87.802876,Report received,95
Park View Elementary ,Cudahy,Elementary School,K4,5,Public school,Regular,No,5555 S Nicholson Ave  Cudahy WI  53110-2498,Milwaukee,1,2678,1253,120,12530120,5503060,342,42.943621,-87.877994,Report received,95
Parkside Elementary ,Fond du Lac,Elementary School,K4,5,Public school,Regular,No,475 W Arndt St  Fond du Lac WI  54935-6615,Fond du Lac,6,17621,1862,230,18620230,5504680,500,43.786714,-88.465192,Report received,95
Parkside Elementary ,Monroe,Elementary School,K4,5,Public school,Regular,No,920 4th St  Monroe WI  53566-1176,Green,2,7053,3682,150,36820150,5509840,2352,42.608507,-89.649664,Report received,95
Parkview High School,Parkview,High School,9,12,Public school,Regular,No,408 W Beloit St  Orfordville WI  53576,Rock,2,7245,4151,100,41510100,5511130,1476,42.630862,-89.259607,Report received,95
Parkview Jr,Parkview,Junior High School,7,8,Public school,Regular,No,408 W Beloit St  Orfordville WI  53576,Rock,2,7246,4151,120,41510120,5511130,1477,42.630862,-89.259607,Report received,95
Parkway Elementary ,Glendale-River Hills,Elementary School,K4,3,Public school,Regular,No,5910 N Milwaukee River Pkwy  Glendale WI  53209-3816,Milwaukee,1,4705,2184,60,21840060,5505460,577,43.124685,-87.927306,Report received,95
Pathways,West Bend,High School,7,12,Public school,Regular,Charter,1043 S Main St  West Bend WI  53095,Washington,6,789,6307,430,63070430,5516290,2953,43.406555,-88.180612,Report received,95
Pepin High School,Pepin Area,High School,7,12,Public school,Regular,No,510 Pine St  Pepin WI  54759-9637,Pepin,11,15981,4270,40,42700040,5511580,1532,44.444011,-92.148287,Report received,95
Pershing Elementary ,West Allis-West Milwaukee,Elementary School,K4,5,Public school,Regular,No,1330 S 47th St  West Milwaukee WI  53214-3599,Milwaukee,1,4991,6300,380,63000380,5516260,2119,43.017179,-87.971859,Report received,95
Pertzsch Elementary ,Onalaska,Elementary School,K4,5,Public school,Regular,No,524 Main St  Onalaska WI  54650-2997,La Crosse,4,14789,4095,60,40950060,5511010,1449,43.883368,-91.229706,Report received,95
Peshtigo High School,Peshtigo,High School,9,12,Public school,Regular,No,380 Green St  Peshtigo WI  54157-1297,Marinette,8,11057,4305,100,43050100,5511610,1534,45.0568,-87.752589,Report received,95
Phantom Knight Sch,West De Pere,High School,7,12,Public school,Regular,Charter,400 Reid St Ste W  De Pere WI  54115,Brown,7,266,6328,400,63280400,5516320,2752,44.446856,-88.071334,Report received,95
Pigeon River Elementary ,Sheboygan Area,Elementary School,PK,5,Public school,Regular,No,3508 N 21st St  Sheboygan WI  53083-2899,Sheboygan,7,2080,5271,300,52710300,5513650,1795,43.781312,-87.735761,Report received,95
Pine River School Young Learners,Merrill Area,Elementary School,K4,0,Public school,Regular,No,W4165 Highway 64  Merrill WI  54452,Lincoln,9,30978,3500,240,35000240,5509210,746,45.177887,-89.548408,Report received,95
Pioneer Elementary ,Ashwaubenon,Elementary School,KG,5,Public school,Regular,No,1360 Ponderosa Ave  Green Bay WI  54313-5977,Brown,7,11882,182,50,1820050,5500540,84,44.486665,-88.092478,Report received,95
Plymouth High School,Plymouth Joint,High School,9,12,Public school,Regular,No,125 S Highland Ave  Plymouth WI  53073-2599,Sheboygan,7,1932,4473,100,44730100,5511940,1562,43.745251,-87.961243,Report received,95
Point 4 the Future,Stevens Point Area Public,Elementary School,K4,0,Public school,Regular,No,1900 Polk St  Stevens Point WI  54481-5875,Portage,5,330,5607,110,56070110,5514490,2739,44.49804,-89.567496,Report received,95
Portage Acad of Achievement,Portage Community,High School,9,12,Public school,Alternative,No,117 W Franklin St  Portage WI  53901-3424,Columbia,5,70123,4501,400,45010400,5512060,2174,43.543686,-89.463258,Report received,95
Portage High School,Portage Community,High School,9,12,Public school,Regular,No,301 E Collins St  Portage WI  53901-3424,Columbia,5,9212,4501,180,45010180,5512060,2284,43.562941,-89.463901,Report received,95
Portage Partnering Preschool,Portage Community,Elementary School,K4,4,Public school,Regular,No,2600 Woodcrest Dr  Portage WI  53901-1262,Columbia,5,808,4501,190,45010190,5512060,2945,43.560716,-89.463448,Report received,95
Potosi High School,Potosi,High School,9,12,Public school,Regular,No,128 Highway 61 N  Potosi WI  53820,Grant,3,9088,4529,40,45290040,5512090,1576,42.691451,-90.711276,Report received,95
Poynette Elementary ,Poynette,Elementary School,K4,5,Public school,Regular,No,108 N Cleveland St  Poynette WI  53955-8913,Columbia,5,9753,4536,60,45360060,5512120,1579,43.389505,-89.396799,Report received,95
Prairie du Chien High School,Prairie du Chien Area,High School,9,12,Public school,Regular,No,800 E Crawford St  Prairie du Chien WI  53821-2399,Crawford,3,9111,4543,60,45430060,5512150,1584,43.042084,-91.14042,Report received,95
Prairie Farm Elementary ,Prairie Farm Public,Elementary School,K4,5,Public school,Regular,No,630 River Ave S  Prairie Farm WI  54762-9792,Barron,11,16018,4557,20,45570020,5512180,1585,45.232678,-91.983031,Report received,95
Prairie Farm High School,Prairie Farm Public,High School,9,12,Public school,Regular,No,630 River Ave S  Prairie Farm WI  54762-9792,Barron,11,16020,4557,40,45570040,5512180,1586,45.232678,-91.983031,Report received,95
Prairie Phoenix Acad,Sun Prairie Area,High School,10,12,Public school,Alternative,No,160 South St  Sun Prairie WI  53590,Dane,2,149,5656,410,56560410,5514640,2625,43.181739,-89.216966,Report received,95
Preble High School,Green Bay Area Public,High School,9,12,Public school,Regular,No,2222 Deckner Ave  Green Bay WI  54302-4407,Brown,7,11850,2289,540,22890540,5505820,636,44.501384,-87.966698,Report received,95
Prescott High School,Prescott,High School,9,12,Public school,Regular,No,1010 Dexter St  Prescott WI  54021,Pierce,11,10248,4578,60,45780060,5512240,1592,44.7593,-92.77983,Report received,95
Purdy Elementary ,Fort Atkinson,Elementary School,K4,5,Public school,Regular,No,719 S Main St  Fort Atkinson WI  53538-2297,Jefferson,2,6502,1883,160,18830160,5504740,513,42.919122,-88.836623,Report received,95
Putnam Heights Elementary ,Eau Claire Area,Elementary School,KG,5,Public school,Regular,No,633 W MacArthur Ave  Eau Claire WI  54701-6399,Eau Claire,10,15140,1554,420,15540420,5504050,433,44.789252,-91.505017,Report received,95
Quest Charter Sch,Ripon Area,Elementary School,3,5,Public school,Regular,Charter,64 Sunset Ave  Ripon WI  54971,Fond du Lac,6,592,4872,170,48720170,5513020,2839,43.856204,-88.84064,Report received,95
Quinney Elementary ,Kaukauna Area,Elementary School,2,4,Public school,Regular,No,2601 Sullivan Ave  Kaukauna WI  54130,Outagamie,6,10691,2758,100,27580100,5507290,796,44.259332,-88.279471,Report received,95
Rawson Elementary ,South Milwaukee,Elementary School,K4,5,Public school,Regular,No,1410 Rawson Ave  South Milwaukee WI  53172-1995,Milwaukee,1,3662,5439,80,54390080,5514040,1830,42.916461,-87.870128,Report received,95
Ready 4 Learning Sch,Oshkosh Area,Elementary School,K4,0,Public school,Regular,No,325 S Eagle St  Oshkosh WI  54902-5626,Winnebago,6,274,4179,190,41790190,5511190,2723,44.014885,-88.573229,Report received,95
Red Apple Elementary ,Racine Unified,Elementary School,K4,5,Public school,Regular,No,914 Saint Patrick St  Racine WI  53402-4895,Racine,1,5707,4620,174,46200174,5512360,1636,42.741177,-87.791092,Report received,95
Red Creek Elementary ,Black River Falls,Elementary School,2,5,Public school,Regular,No,410 County Road A  Black River Falls WI  54615,Jackson,4,14476,476,130,4760130,5501260,2428,44.165041,-90.712705,Report received,95
Red Smith K-8,Green Bay Area Public,Combined Elementary/Secondary School,K4,8,Public school,Regular,No,2765 Sussex St  Green Bay WI  54311,Brown,7,70095,2289,160,22890160,5505820,1672,44.546792,-87.908076,Report received,95
Reedsville Elementary ,Reedsville,Elementary School,K4,4,Public school,Regular,No,350 Park St  Reedsville WI  54230,Manitowoc,7,11565,4760,20,47600020,5512690,1669,44.148218,-87.952438,Report received,95
Reedsville High School,Reedsville,High School,9,12,Public school,Regular,No,340 Manitowoc St  Reedsville WI  54230,Manitowoc,7,11566,4760,40,47600040,5512690,1670,44.153727,-87.953067,Report received,95
Reedsville Middle School ,Reedsville,Middle School,5,8,Public school,Regular,No,350 Park St  Reedsville WI  54230,Manitowoc,7,11567,4760,60,47600060,5512690,1671,44.148218,-87.952438,Report received,95
Renaissance Sch,Appleton Area,High School,9,12,Public school,Regular,Charter,610 N Badger Ave  Appleton WI  54914-4198,Outagamie,6,71201,147,420,1470420,5500390,2282,44.268587,-88.4285,Report received,95
Rhinelander High School,Rhinelander,High School,9,12,Public school,Regular,No,665 Coolidge Ave  Rhinelander WI  54501-2898,Oneida,9,13577,4781,180,47810180,5512720,1682,45.648008,-89.399832,Report received,95
Rice Lake High School,Rice Lake Area,High School,9,12,Public school,Regular,No,30 S Wisconsin Ave  Rice Lake WI  54868-1995,Barron,11,16849,4802,180,48020180,5512810,1699,45.500213,-91.748869,Report received,95
Richards Elementary ,Whitefish Bay,Elementary School,K4,5,Public school,Regular,No,5812 N Santa Monica Blvd  Whitefish Bay WI  53217-4699,Milwaukee,1,5125,6419,80,64190080,5516620,2169,43.123053,-87.906005,Report received,95
Richmond Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,1441 E John St  Appleton WI  54915-3498,Outagamie,6,17345,147,340,1470340,5500390,62,44.255722,-88.382474,Report received,95
Richmond Elementary ,Richmond,Elementary School,K4,8,Public school,Regular,No,N56W26530 Richmond Rd  Sussex WI  53089-4299,Waukesha,1,2296,3122,20,31220020,5508130,2262,43.120407,-88.274324,Report received,95
Ridgeway Elementary ,Dodgeville,Elementary School,KG,5,Public school,Regular,No,208 Jarvis St  Ridgeway WI  53582-9658,Iowa,3,7362,1428,60,14280060,5503690,393,42.998735,-89.989546,Report received,95
